"V1" "V2" "V3" "V4" "V5" "V11" "V12" "V13" "V14" "V15" "V21" "V22" "V23" "V24" "V25" "V31" "V32" "V33" "V34" "V35"
"3899" 3907 3798 3005 3346 3685 3159 4026 3748 3536 3809 4493 5009 4372 4423 4075 4894 4096 3914 4714 4076
"3900" 0 0 0 0 3 17 0 1 1 14 0 0 0 0 0 0 0 0 0 0
"3901" 46 176 98 138 132 168 134 122 120 137 94 159 121 69 175 248 295 254 253 183
"3902" 446 437 712 365 377 328 428 167 242 161 642 518 523 516 751 388 502 523 276 358
"3903" 1372 1505 1483 1572 1399 1092 951 825 1257 904 955 824 623 896 1080 1170 761 869 892 986
"3904" 3044 3465 3386 3545 3490 1924 2108 2041 2855 1917 4283 3646 4021 4560 4502 2827 2833 2683 2672 2730
"3905" 657 401 305 527 584 423 268 243 284 376 76 163 132 114 203 257 233 221 351 158
"3906" 1404 1406 1480 1579 1166 1057 1183 983 1157 1019 1280 1828 1234 1711 1221 1684 1070 1568 1664 1546
"3907" 1833 1463 2071 1402 1985 1854 2087 945 1779 1907 1288 2032 1575 1789 1564 1980 1725 1518 1940 1346
"3908" 1664 1467 1924 1425 1630 2003 1919 1866 2105 1868 2466 2258 1708 1519 1604 3088 3724 2432 2058 2468
"3909" 428 300 417 419 465 1414 1203 1022 1164 1398 617 708 498 696 609 1056 932 1117 922 873
"3910" 8190 6307 5610 5882 7736 6224 7507 7595 6751 7302 7588 6479 6091 8481 6427 4396 5690 5199 5012 6472
"3911" 2699 2236 2784 2653 2386 2960 3061 2482 2863 2765 2312 1932 3544 2773 2711 3547 3324 4052 3198 3679
"3912" 1070 1107 1088 1013 925 1481 1401 1499 1342 1527 484 673 849 1119 781 1608 1610 1773 1111 1154
"3913" 4316 4631 3874 4193 4713 4729 5329 4883 4089 4357 5586 5291 4982 4358 5407 4327 4650 6613 4670 4432
"3914" 7 2 2 1 8 0 1 2 0 9 42 48 58 28 90 23 56 29 31 25
"3915" 63 97 95 63 153 60 34 20 53 43 230 146 198 73 107 55 69 89 89 40
"3916" 2799 2865 2724 2652 2501 2253 2119 1936 2107 2614 2321 2640 2191 1995 2079 2522 2599 2396 2086 2978
"3917" 3072 4217 4596 4848 4186 5084 4155 4518 3812 4605 2452 3910 3357 2524 3092 4790 4262 5090 4079 5527
"3918" 2934 2988 1902 2869 2563 3199 2509 3189 1891 2590 2972 3199 3240 3958 2956 2092 2839 2426 2647 2198
"3919" 5198 7406 5344 5846 6624 5287 5471 5575 6614 6015 5511 5871 5948 5217 5250 4390 4020 3192 3435 3736
"3920" 3082 2289 2596 2908 2631 1986 3270 3035 2432 2930 1334 899 1268 1917 1223 1779 1577 2206 2702 1937
"3921" 0 0 0 0 0 18 10 22 18 17 0 0 0 0 0 2 1 5 13 10
"3922" 70 101 148 85 90 182 181 135 174 208 147 119 178 261 141 156 170 111 142 153
"3923" 601 312 220 376 297 109 98 345 178 139 272 548 287 480 331 426 468 400 448 283
"3924" 12 26 26 24 41 4 10 0 5 2 17 10 1 6 5 50 58 37 27 41
"3925" 2516 2044 2538 2414 2679 2643 2488 2719 2625 2652 2773 2545 2407 2268 2601 2661 2796 3022 2118 2912
"3926" 0 0 0 0 0 116 104 129 150 100 0 0 0 0 0 0 0 0 0 0
"3927" 40 51 38 46 60 72 60 78 77 45 52 55 88 51 68 149 120 69 70 95
"3928" 63 72 52 99 80 19 11 4 6 4 22 33 16 8 14 14 32 34 26 13
"3929" 487 190 338 333 257 115 87 116 76 96 165 108 123 154 145 531 364 562 547 269
"3930" 1208 1106 927 1081 1140 888 823 708 676 758 635 695 919 1003 714 1056 758 979 892 678
"3931" 2356 2599 2589 2662 2661 2109 3106 2109 1818 1615 2008 2517 2074 2018 1935 1975 1600 1484 1727 1394
"3932" 503 343 383 445 505 320 378 434 314 433 432 530 628 772 352 796 775 530 1105 1060
"3933" 4 13 2 4 10 17 20 6 3 12 0 0 0 0 0 0 5 1 4 1
"3934" 2910 2814 2473 2398 2774 2889 2724 2592 2871 2216 2145 2597 2366 2130 3501 2535 2633 2979 2884 2886
"3935" 1330 1266 1388 860 1082 1081 1025 924 1103 995 1410 1114 1318 1011 1132 1592 1488 1637 1653 1583
"3936" 0 0 0 0 0 20 3 18 4 7 0 0 0 0 0 0 0 0 0 0
"3937" 1103 946 834 724 1192 915 671 445 710 850 757 791 690 764 951 945 785 912 867 942
"3938" 800 1247 782 1193 1246 1273 1165 1380 1210 1093 1030 1390 1106 1290 1205 996 1043 1317 1378 1404
"3939" 5 7 8 5 8 20 29 10 19 36 83 104 81 128 97 10 6 6 4 10
"3940" 1053 793 832 933 1022 1806 1802 1823 1922 1892 1891 1514 1415 1846 1426 1421 1777 1729 1539 2145
"3941" 91 94 198 125 111 100 134 224 88 86 112 123 118 135 141 96 120 103 93 109
"3942" 1910 1803 2145 2284 1838 1292 1681 1324 2017 1406 1140 1061 1090 1161 1205 1623 1763 2528 1663 1309
"3943" 3 3 15 0 2 0 0 0 0 0 0 0 0 0 0 8 4 6 4 13
"3944" 1563 1210 1903 1707 1578 1301 1118 1354 1386 1815 1065 1509 1009 1448 897 790 716 787 911 675
"3945" 296 329 284 373 231 265 366 123 286 206 238 319 301 261 243 298 240 286 242 273
"3946" 28 24 30 9 14 43 84 39 56 67 11 15 24 6 18 84 92 65 90 116
"3947" 324 311 367 377 300 279 317 469 380 372 308 426 271 433 393 347 333 259 355 398
"3948" 557 637 819 613 756 614 558 606 553 592 542 839 604 698 610 659 631 631 807 544
"3949" 41 38 54 26 27 22 22 33 35 31 48 17 19 42 24 6 26 10 11 7
"3950" 32 54 35 48 35 0 2 3 2 2 22 76 50 30 84 0 0 0 0 0
"3951" 3140 2690 3214 2826 3488 2181 2190 2274 2555 2597 3631 3927 3781 3815 3449 3373 3568 3308 3171 3003
"3952" 398 490 493 557 349 326 362 396 314 344 658 368 555 713 715 285 300 341 308 314
"3953" 2514 2249 2133 2282 1865 1226 1680 1388 1746 1430 1825 1544 1563 1694 1107 1768 1943 2036 1571 1640
"3954" 3555 4001 4327 2915 3525 4694 5144 4176 4404 4099 3189 2928 3772 2566 3290 3401 3411 4199 4033 3808
"3955" 599 739 951 713 979 875 991 915 1101 967 788 650 565 675 478 583 512 599 401 655
"3956" 3 5 6 18 19 2 7 2 0 1 0 0 0 0 0 11 4 10 4 6
"3957" 236 205 178 157 283 346 611 266 358 143 230 269 201 207 192 608 601 524 989 703
"3958" 4087 6362 4866 4577 4509 5750 5761 8426 7109 7975 5362 6622 6066 5519 4542 5319 5475 5084 5739 4792
"3959" 43 32 16 18 13 11 24 28 16 42 80 64 12 73 57 74 56 70 78 47
"3960" 3360 3352 4820 4299 4260 4053 4308 3543 4745 2605 3980 4007 3894 3748 3904 3697 3327 4374 4243 4671
"3961" 3877 2581 2879 3013 2408 1568 1462 1561 1701 1878 2504 2648 2324 3620 2268 2580 2288 2109 2689 2598
"3962" 96 103 116 76 84 298 303 220 294 238 190 80 136 199 130 186 240 193 165 254
"3963" 900 949 909 733 588 547 499 335 339 424 494 579 451 555 827 571 462 647 614 556
"3964" 39 78 35 37 34 144 132 202 173 146 152 154 114 189 150 47 36 57 53 76
"3965" 3945 3957 4260 3764 4464 4933 4759 4779 4513 4106 3677 4354 5209 6102 3155 3132 4619 4592 3583 4534
"3966" 705 440 631 676 598 809 959 1124 1030 1158 684 767 727 874 716 624 775 824 773 886
"3967" 1790 1554 2084 1837 1909 1285 1243 1192 1417 995 1771 1596 1706 1984 1770 1839 1783 1718 2072 1371
"3968" 4146 5119 6630 4417 5678 6752 4932 5410 6214 6485 6903 5121 7175 5357 3814 4456 3876 5165 4182 4426
"3969" 556 488 737 519 571 363 249 382 483 332 784 421 626 404 391 132 272 199 155 229
"3970" 553 410 305 405 394 232 322 427 337 346 198 215 182 224 231 575 549 814 714 344
"3971" 16 13 21 29 14 43 39 63 92 31 35 45 21 13 7 0 0 0 0 0
"3972" 1805 1138 2142 1286 1295 1865 1541 1530 1491 1566 1013 1147 1514 1174 1079 1619 1515 1295 1931 1109
"3973" 52 56 35 66 42 25 29 11 20 15 22 16 19 54 24 31 23 64 87 16
"3974" 578 634 340 219 319 359 348 370 443 557 288 208 343 235 324 532 657 534 347 721
"3975" 96 176 178 318 146 244 165 176 220 260 513 474 825 764 496 112 207 54 112 62
"3976" 2733 2486 2577 2258 2503 2799 3218 2815 4210 3200 2384 1894 2614 2723 2652 2994 2103 2644 2485 2662
"3977" 4746 5851 6643 4696 5010 6082 9820 6942 6872 6594 7718 6087 7389 7174 5335 6187 4483 4336 5070 6500
"3978" 10296 9405 12709 11164 8053 14367 12539 10918 17949 17297 13353 13433 12483 12771 14702 13593 14077 13702 11063 14751
"3979" 187 160 265 234 182 123 185 139 74 144 62 93 140 72 75 96 106 63 123 86
"3980" 3261 2673 3057 3898 2545 3344 3362 3423 4019 3488 2174 1663 2040 2401 1866 4235 3371 3445 3951 3722
"3981" 93 96 88 59 94 51 57 25 66 88 14 10 10 2 8 23 0 2 4 8
"3982" 490 456 496 594 473 801 847 748 802 603 394 390 392 398 298 551 398 445 405 577
"3983" 3116 3852 3298 3851 2213 3473 4101 4755 5343 4130 5494 3877 4162 5005 4961 3867 3705 4482 4230 4289
"3984" 769 988 1121 742 728 1091 1296 1147 1327 1179 596 742 805 802 832 1089 1341 1303 1364 1060
"3985" 2782 2466 2893 2490 2800 2300 2154 2219 2653 2977 4171 4155 3808 3284 3650 1889 2261 2133 1758 2164
"3986" 1626 1752 1688 1382 1518 1641 1335 1850 1364 1408 1149 1286 885 949 1140 1213 2395 1362 1352 1820
"3987" 474 440 882 795 427 569 534 477 584 636 438 353 504 492 886 237 433 350 367 244
"3988" 1592 1266 1327 1436 1121 1763 2228 1591 2348 1535 1916 1843 1642 1876 1867 1960 1489 1815 1409 1485
"3989" 185 263 300 367 272 205 175 199 207 228 282 177 324 205 111 169 166 139 189 152
"3990" 2641 2628 1895 1952 2180 3126 4385 3489 2744 1899 3406 2595 3377 3083 3217 3472 2820 3607 3239 3217
"3991" 396 402 271 331 296 543 754 731 653 659 197 371 238 198 183 1153 823 1009 1026 1167
"3992" 657 801 624 678 687 633 474 667 633 527 702 918 884 920 890 445 670 824 570 608
"3993" 106 83 95 47 123 385 309 339 305 275 16 21 12 41 28 125 86 77 138 123
"3994" 134 217 211 114 158 201 72 125 196 94 137 158 70 168 204 273 218 240 369 367
"3995" 3582 3970 3179 3528 3213 2075 2072 2140 2231 1896 3012 3332 3313 3165 3148 3760 2698 2604 2757 3126
"3996" 950 1341 941 926 1467 828 883 764 835 1050 766 1618 781 938 836 934 720 558 669 710
"3997" 927 969 923 831 927 680 580 856 909 609 863 1185 1437 1295 1176 1016 1153 1408 1401 1176
"3998" 1959 1769 1847 1994 1348 2553 3062 2714 3048 1765 1770 2039 1884 2374 1990 2056 2057 1764 1595 1889
"3999" 1891 1724 1331 1719 1513 1101 1250 1116 1128 1173 914 968 1031 905 866 1242 1288 1149 1380 1175
"4000" 11 4 4 0 6 13 11 18 15 28 13 11 12 10 20 22 32 17 21 13
"4001" 90 118 171 122 118 121 65 164 84 153 248 191 315 204 194 395 240 346 396 534
"4002" 81 124 161 100 190 91 58 102 83 59 176 221 166 209 223 288 130 290 261 242
"4003" 17 14 11 5 6 0 0 0 0 0 8 3 12 0 7 7 26 13 8 9
"4004" 384 380 262 286 319 415 178 385 598 748 363 296 270 182 197 284 317 385 282 340
"4005" 1004 1152 1514 1232 1323 1890 1523 1927 2036 1766 1738 1617 1953 1674 1736 1192 1749 1586 1210 1872
"4006" 0 0 0 0 0 0 0 0 0 0 3 3 6 0 2 18 28 38 30 36
"4007" 5788 4654 3859 4017 3167 4121 3755 5216 4181 2957 3686 2953 3336 4282 2875 4850 5308 5596 6133 6539
"4008" 54 23 22 17 7 1 10 5 8 2 20 20 6 2 10 9 9 3 4 6
"4009" 2974 3267 3809 3827 3493 4122 3747 2769 5007 3149 3634 3644 3294 3779 3849 5448 4337 4736 4193 4049
"4010" 1003 1234 1167 1815 910 2146 2431 2623 1706 1908 1499 1852 1775 1395 1124 1689 1425 1339 1463 1271
"4011" 2896 2719 2840 3629 3398 6036 5286 5279 5290 4981 4747 4182 5039 4672 4034 4286 6420 5425 4469 5370
"4012" 2276 1902 1903 2106 1650 1692 1695 1785 1384 1741 1306 2145 1699 2371 2254 749 1000 1136 1327 929
"4013" 1074 591 694 588 616 862 699 927 1328 1701 648 766 772 1056 1271 760 606 703 760 794
"4014" 2200 1828 1948 1586 2222 1100 1148 1522 1186 1249 1339 1782 1864 1753 1365 1655 1592 1335 1712 1147
"4015" 107 89 152 166 188 328 338 218 282 260 84 73 109 86 110 87 145 379 116 189
"4016" 3708 3614 4693 4870 4883 1746 1784 1260 1591 1582 1921 1806 1828 2151 2360 2872 2582 2998 2452 2184
"4017" 167 214 179 275 147 143 132 157 71 147 159 104 194 98 133 201 185 118 155 118
"4018" 60 76 28 57 31 64 33 62 59 66 79 76 120 114 71 63 32 67 54 50
"4019" 123 176 320 179 155 239 253 340 290 314 318 194 241 274 219 134 94 38 89 90
"4020" 897 1640 1370 936 1210 2496 1926 2163 2605 2196 1415 1364 1278 1679 1903 1138 718 1792 924 1052
"4021" 120 133 87 97 187 215 305 173 214 250 101 97 82 86 151 35 84 131 53 22
"4022" 1240 1379 1177 1215 984 1582 1726 1344 1667 1577 1036 1214 906 1319 1165 728 990 1021 886 1083
"4023" 4091 2741 3379 3575 3515 4099 2800 4548 4135 3339 3807 3302 2955 2896 2857 3401 3568 3516 4440 3642
"4024" 2903 3029 3105 3617 4498 3125 3056 3401 2802 2971 3993 2896 3797 2745 3117 2959 4287 3342 4189 4330
"4025" 7588 7138 6777 7609 6500 7135 7318 8677 8860 6973 5242 8270 5494 4585 6566 9371 8674 9431 7685 8027
"4026" 2315 2607 2243 3055 2112 4204 4485 3471 3842 3244 4059 3439 3815 3446 3537 3141 4523 4765 3971 4138
"4027" 55 40 25 77 30 84 69 102 122 65 31 71 56 45 62 26 39 50 50 20
"4028" 36 39 35 123 40 104 77 31 30 124 30 38 19 20 35 44 31 45 33 53
"4029" 38 68 45 72 69 98 124 153 119 67 106 139 181 74 121 48 63 92 80 101
"4030" 362 253 242 207 204 304 188 100 179 170 386 257 304 373 351 190 201 191 261 226
"4031" 315 313 238 196 224 258 317 253 302 231 114 270 165 295 180 209 238 268 324 189
"4032" 542 574 432 766 436 607 692 744 599 740 519 369 439 414 361 275 364 280 284 307
"4033" 555 488 507 409 661 349 339 289 388 331 256 408 268 229 373 306 362 346 403 417
"4034" 549 466 472 455 471 572 525 628 568 811 385 936 702 637 583 373 404 681 451 451
"4035" 2493 2968 3131 4107 2504 2471 2723 3491 2897 4170 1872 2106 1703 2089 2042 2361 2330 3058 2057 4014
"4036" 10 2 4 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4037" 354 466 426 289 352 353 300 394 406 555 324 305 392 334 424 812 571 910 529 748
"4038" 387 369 378 405 376 418 502 340 556 403 484 491 605 431 612 255 211 168 280 264
"4039" 2939 2798 2859 3134 2877 3163 3481 3049 3135 3454 4053 2666 2559 3343 3697 2292 3128 2829 2673 3026
"4040" 10 2 4 4 8 34 39 44 29 40 1 4 2 6 1 0 0 0 0 0
"4041" 45 37 41 48 16 42 31 52 42 65 96 95 85 63 115 54 61 34 73 65
"4042" 69 46 36 48 21 13 10 18 19 18 9 3 4 7 2 24 6 30 9 6
"4043" 246 296 389 207 457 67 86 85 83 95 357 426 393 291 408 289 166 281 307 297
"4044" 3686 3532 5093 6101 4137 4450 4585 5099 4260 4495 4381 4606 3211 2938 4166 8665 9866 9194 9044 7438
"4045" 3 5 0 7 5 20 27 20 20 8 0 0 0 0 0 7 8 29 19 18
"4046" 2100 2017 1493 1701 1958 736 708 1156 947 1144 1432 1366 1728 1698 1656 907 1403 1120 1091 1412
"4047" 5234 4375 3714 5653 5086 4970 4274 4818 4997 4275 4016 3456 3586 3384 4307 3124 3413 3629 3585 3161
"4048" 4038 5223 5532 4589 5300 4544 5147 6070 4891 5000 5008 5051 5404 5333 4739 6673 5464 7536 5702 6339
"4049" 2083 2181 2119 1633 2041 2917 3787 4058 4024 3531 4297 3631 5591 3340 3449 4792 5100 4588 4428 4486
"4050" 10752 10689 8116 11752 10759 12771 10223 13061 10650 11244 10199 9108 12425 10670 9613 6226 6753 10777 9724 7658
"4051" 518 627 869 663 706 1228 1163 937 519 942 737 738 908 656 708 829 567 742 681 1194
"4052" 2 6 3 7 0 11 3 13 8 29 37 28 37 42 20 24 28 46 44 25
"4053" 73 60 62 23 53 173 228 125 102 209 344 247 330 146 251 600 618 460 464 663
"4054" 9 26 42 16 12 38 20 20 5 20 48 111 63 114 37 65 65 70 39 43
"4055" 9905 8483 8062 8242 7537 4276 5264 5737 5306 5857 7356 6364 8332 8223 8541 5722 6116 6153 5298 6368
"4056" 17 4 13 12 20 3 3 1 6 1 2 9 8 2 4 6 10 9 18 9
"4057" 1133 901 1113 1180 1115 2165 1714 1747 1922 2083 1876 1903 1091 1509 2287 1233 1062 1283 1284 1078
"4058" 61 25 24 74 69 11 27 17 20 54 35 18 37 10 14 71 74 70 89 78
"4059" 992 418 752 627 523 615 478 313 322 438 411 487 511 381 491 809 598 572 589 679
"4060" 3083 3135 2430 2617 2557 2247 2226 2399 1981 2467 3728 3926 3934 3972 4562 3072 2474 2101 2548 2218
"4061" 59 36 70 55 40 4 5 10 22 30 24 9 32 38 27 4 8 6 4 14
"4062" 234 153 200 142 347 251 242 365 174 196 158 109 85 127 180 216 192 272 231 187
"4063" 3185 4816 3576 3468 3001 2561 3122 2801 3242 2701 3347 2657 2748 2589 2870 3044 2410 2357 2086 3360
"4064" 7614 7868 7192 6839 7404 6208 8717 7642 4093 6751 5532 5131 4740 5621 6077 7378 6286 6338 7949 7261
"4065" 137 92 264 103 133 259 261 197 251 165 263 192 246 293 360 363 312 497 210 319
"4066" 3346 2581 3259 2547 3049 4949 4204 4638 4004 4719 4728 4319 4841 4083 5144 2669 3297 3178 3622 3497
"4067" 2852 3308 2455 2245 2407 3652 4057 3401 2436 3511 3268 3606 3054 3166 3173 2906 3242 2482 2795 2230
"4068" 280 234 300 210 290 340 191 254 124 163 196 324 317 275 243 370 375 286 337 383
"4069" 663 557 602 483 762 1065 908 800 760 767 1030 791 1077 1306 1253 1219 1527 1612 1225 1820
"4070" 444 205 203 261 236 183 404 314 488 233 113 258 114 325 147 177 143 278 366 211
"4071" 156 151 193 252 251 211 280 240 469 390 282 359 268 144 310 285 228 269 212 349
"4072" 378 313 594 363 385 123 136 191 234 216 315 334 391 214 319 241 192 256 220 235
"4073" 1357 1763 1575 1361 1505 1363 1100 1501 1478 1152 1050 1079 1243 1383 1274 1019 1145 893 922 750
"4074" 135 121 111 123 138 172 256 246 143 240 157 169 140 115 68 185 124 101 155 199
"4075" 4922 5161 3712 4325 4560 4802 3784 6018 5162 4628 2803 2345 2260 2951 2586 2964 3208 2995 3302 3044
"4076" 3345 2982 3606 3322 3742 3330 3637 3239 3928 3313 4501 4509 3502 4853 3527 3155 3056 3623 3551 3233
"4077" 447 336 348 289 255 379 315 316 317 342 358 450 423 328 574 474 449 509 487 467
"4078" 548 352 395 287 438 300 129 199 429 396 239 318 273 316 339 241 232 223 506 532
"4079" 1394 1242 1725 1643 1659 979 831 776 1093 1207 1729 1349 1646 1387 1711 1203 1358 922 1244 1748
"4080" 625 759 1044 617 902 634 1197 1277 952 1329 646 749 822 885 843 1324 1043 640 721 836
"4081" 606 608 299 639 492 314 254 257 250 297 482 569 599 613 424 134 80 152 142 113
"4082" 5444 4710 5263 5288 5266 4864 4649 4406 3937 3211 5553 5475 5160 5376 5002 5975 4957 5649 4507 4982
"4083" 1318 1599 1511 1235 1278 1803 1736 1801 1818 1803 946 1331 1180 1371 1194 872 994 1237 692 880
"4084" 16 12 11 12 24 12 6 10 34 14 46 17 20 16 14 25 23 3 16 26
"4085" 24 33 16 27 21 67 58 21 14 28 19 2 1 0 0 0 0 0 0 0
"4086" 1614 1832 1805 1696 1539 1733 1771 2144 2076 2669 2428 1950 2421 1798 2220 1189 1399 1266 1661 1696
"4087" 1873 1999 1847 2434 2178 1939 1735 2140 1634 1663 2158 2328 1772 2495 1655 1847 1464 1929 1398 1908
"4088" 3949 3549 3460 3400 3761 2702 3199 3083 3037 3313 5211 3972 5136 3973 3910 5490 5044 4082 5189 3729
"4089" 0 1 1 4 9 5 4 2 1 5 4 1 1 7 4 4 6 12 4 0
"4090" 858 898 1113 963 947 1088 950 1150 1127 865 1083 931 1125 1007 668 747 695 787 693 914
"4091" 11324 8621 9307 8630 8540 6213 6256 7256 6524 6568 8638 8812 9456 9904 9168 8095 8898 8059 8144 7780
"4092" 208 229 172 264 262 102 151 111 222 117 190 345 306 282 196 251 171 202 231 193
"4093" 485 568 388 459 526 494 525 747 432 557 615 552 748 789 1063 858 675 977 982 863
"4094" 17419 18949 18551 17267 14671 19486 18535 20021 18359 18735 14960 18591 17693 14666 19161 15685 14705 18214 14406 19955
"4095" 4 2 6 14 8 19 21 11 23 14 0 9 16 12 7 1 0 2 12 8
"4096" 79 60 143 144 128 138 149 167 183 181 134 168 139 132 131 171 180 168 119 152
"4097" 49 53 94 71 61 45 46 60 32 20 62 33 143 75 59 278 214 165 178 136
"4098" 9647 6602 7455 7340 7488 5846 6991 6412 5304 6547 10605 4988 8497 8535 10558 7462 6916 8371 8141 10345
"4099" 234 216 158 155 155 236 116 212 181 134 120 167 169 186 225 175 224 177 115 154
"4100" 1522 1496 1946 1749 1655 760 553 879 742 786 1099 974 1175 1210 779 1121 1315 1211 1056 1197
"4101" 6781 4929 4859 4677 5210 3204 4295 3962 3425 3334 5924 4784 4846 4315 4673 4702 4103 6251 5274 6872
"4102" 119 220 234 142 172 186 113 86 122 108 64 109 50 138 54 103 126 96 79 70
"4103" 0 0 0 0 0 1 7 2 1 5 0 0 0 0 0 0 0 0 0 0
"4104" 4537 3356 4936 2952 3874 3433 2802 3242 2818 2694 3252 2769 3189 3716 3416 4494 4292 3751 4156 3840
"4105" 7684 12746 9613 11881 10754 12094 12519 10247 12468 9975 10015 13021 10041 12425 8119 9633 10722 10146 9876 11349
"4106" 221 263 351 457 221 417 367 595 319 556 416 369 428 443 323 151 215 125 201 221
"4107" 72 21 58 36 38 92 106 84 91 64 5 6 8 6 18 34 11 40 46 18
"4108" 90 85 72 86 61 18 79 48 44 142 147 243 99 160 177 45 56 38 113 47
"4109" 305 324 382 321 359 352 305 325 402 536 525 515 674 678 562 636 807 629 902 652
"4110" 411 282 301 243 359 825 832 585 645 597 481 673 477 516 745 392 180 286 181 219
"4111" 5726 4762 4999 5577 6264 2862 2751 3082 2981 3074 3571 3227 3914 3567 3553 3869 4194 6555 5729 4702
"4112" 614 601 408 592 605 459 567 402 343 383 633 754 628 798 653 1148 1035 774 724 841
"4113" 762 592 537 619 737 1200 843 874 664 792 1485 930 1046 918 782 840 1315 882 1174 1173
"4114" 2692 2129 2160 2088 2014 3407 3409 2625 2721 2282 1962 1959 2121 2021 2576 1719 1853 1756 1544 1482
"4115" 795 808 563 871 740 329 483 531 327 346 708 850 495 510 524 1016 1294 1445 969 937
"4116" 15356 13834 17912 14442 16655 10903 9563 7706 10935 14993 12074 14345 14142 12273 13554 15641 14856 13483 14595 13648
"4117" 2395 2464 2705 2370 2218 1768 1945 1743 2097 2015 2705 3483 3962 3368 4099 1938 2181 1527 1513 1807
"4118" 1737 1639 1738 1384 1375 1525 1224 1232 1816 1471 1730 1443 1744 1881 1287 1899 1716 1786 1658 1642
"4119" 8 11 16 10 18 0 0 0 0 0 0 0 0 0 0 28 18 39 30 11
"4120" 464 461 555 528 272 702 772 646 571 444 858 1006 1265 850 986 448 575 731 669 304
"4121" 2820 3188 2786 2327 2994 1942 2276 2666 2297 2569 2123 2182 2333 1576 1890 2507 2650 3121 2943 2918
"4122" 15 32 16 39 22 1 0 11 7 10 7 11 4 1 10 0 0 0 0 0
"4123" 6451 8483 6218 7735 8303 5601 8287 6588 6900 5952 7074 7394 6833 6974 6447 7049 6168 4189 5582 5371
"4124" 827 516 478 620 420 331 506 391 560 473 651 545 543 552 503 726 760 701 763 737
"4125" 1143 1159 801 938 1125 624 875 551 648 739 945 982 835 922 889 1262 1001 818 930 868
"4126" 96 130 308 173 87 153 175 104 183 197 212 271 243 352 195 108 71 155 90 75
"4127" 11537 15267 12633 11827 7456 10676 19355 12105 10862 12658 10538 11639 11964 11086 12533 12925 8708 9729 11735 10277
"4128" 179 213 271 197 292 295 190 260 313 294 303 380 292 478 385 440 426 297 372 368
"4129" 2138 2236 1375 1687 2249 2475 2753 2111 1695 1628 2299 2310 2071 2095 1991 1716 1835 1669 1635 2239
"4130" 10 9 2 3 5 10 12 5 9 18 3 5 0 0 8 12 13 2 2 8
"4131" 65 75 32 27 21 17 25 9 28 11 44 9 34 23 22 151 63 99 137 244
"4132" 10 7 7 15 26 26 50 24 111 20 29 20 36 22 32 51 21 95 82 40
"4133" 1417 1736 1754 1263 1037 2066 1727 1783 1881 2130 1411 1861 1889 1712 1616 1453 1752 1446 2202 1277
"4134" 6042 8565 6031 5560 5216 5869 6058 7068 5576 6039 5680 4437 5594 4985 5310 5162 6289 6937 7088 4579
"4135" 7420 8175 4933 8047 6390 7245 6116 5901 6141 7506 5237 7158 5311 7112 6256 8231 8434 8630 7742 9996
"4136" 171 89 92 120 258 100 125 75 50 31 348 270 304 282 270 411 392 383 368 294
"4137" 6 2 10 2 16 10 12 6 13 20 3 1 9 9 1 31 32 47 44 41
"4138" 1215 991 1128 1018 780 702 710 563 672 585 593 412 457 432 466 897 1066 982 867 930
