"TP1_1" "TP1_2" "TP1_3" "TP2_1" "TP2_2" "TP2_3" "TP3_1" "TP3_2" "TP3_3" "TP4_1" "TP4_2" "TP4_3" "TP5_1" "TP5_2" "TP5_3" "TP6_1" "TP6_2" "TP6_3" "TP7_1" "TP7_2" "TP7_3" "TP8_1" "TP8_2" "TP8_3"
"gene_798" 16 31 14 34 20 17 5 14 27 5 6 10 0 1 1 6 3 2 1 0 10 2 0 2
"gene_799" 4137 5321 5067 6282 5678 4528 1681 1683 1600 1594 1532 1700 721 603 673 558 742 545 675 715 570 523 447 520
"gene_800" 3157 3908 3943 3743 3950 4059 3004 2863 1613 1523 1229 2536 894 527 558 930 759 817 933 777 1072 855 630 742
"gene_801" 856 866 872 807 520 1178 6283 5153 4395 4975 4094 4644 5023 5123 5729 6228 4599 5213 5383 4708 4674 4787 4080 4194
"gene_802" 7584 7173 9984 8853 10075 9227 51197 51625 59324 55274 55795 62532 53201 45788 50829 49720 47674 47064 62857 54874 54357 57530 52341 57058
"gene_803" 0 0 0 0 0 0 71 61 115 85 96 148 66 104 129 139 131 98 139 89 91 112 94 115
"gene_804" 10 14 8 24 21 15 180 195 110 140 133 250 195 117 295 127 140 170 140 208 180 190 118 163
"gene_805" 1254 1545 1296 1564 1301 1626 8931 5994 6029 6701 10610 8296 9425 7253 6371 6348 8804 6878 9166 11840 6703 8082 8171 7811
"gene_806" 107 65 76 85 116 136 443 588 477 460 471 528 414 527 489 775 526 823 381 705 579 693 657 635
"gene_807" 249 251 306 189 292 338 925 2254 1148 1305 1061 1120 1371 1205 1960 1293 1965 1132 1263 1211 1126 1726 1066 1386
"gene_808" 604 583 955 699 726 569 2990 2219 2786 2759 3350 2463 2715 2759 2520 2646 2657 2290 3018 2610 2630 2461 2373 2705
"gene_809" 2278 2113 1571 2247 1808 2183 8886 14549 11007 9479 8699 11887 10317 12504 13472 13729 10349 12659 9288 9133 8582 10828 18273 11734
"gene_810" 539 449 454 424 420 543 4132 4109 3784 5515 5122 5133 5597 3656 4664 5454 4694 6011 4497 5709 4141 5236 3786 4351
"gene_811" 10 81 19 48 46 77 290 405 460 200 536 194 186 232 189 236 208 469 195 248 277 259 286 182
"gene_812" 1782 1292 1256 1270 1271 1251 5645 6412 6489 8199 6819 5119 6708 6870 7165 7446 10696 7722 7369 7223 10211 5839 7104 6825
"gene_813" 2879 2503 3629 2602 2768 1972 13933 15701 12384 15150 14019 11282 13521 18142 9820 18115 16559 16510 11560 19889 12865 15552 18273 12965
"gene_814" 1801 1633 1641 1885 1621 1733 12058 14605 15006 15375 11106 13596 13560 13639 10530 11065 14538 12609 9840 8361 11970 8716 8998 11320
"gene_815" 4159 4705 4167 4748 5572 3452 22606 25074 23229 35535 27407 27102 28914 20291 28809 23095 16662 17279 30519 21628 23524 24896 24740 24740
"gene_816" 27 31 20 21 17 26 291 264 135 256 323 188 352 254 407 289 284 196 499 329 388 321 248 297
"gene_817" 1142 1270 1321 1342 1312 1328 10376 8033 9939 9216 9121 7521 8921 10358 8595 9999 9300 9121 10501 8979 9975 9787 9836 8786
"gene_818" 1721 1533 2154 1737 2001 1649 7562 7130 6025 7565 5815 8147 6545 7079 8949 8050 8219 6414 8355 7488 8993 6759 7558 6792
"gene_819" 28 91 70 35 85 124 813 765 547 585 628 758 656 733 778 848 538 835 527 812 700 662 869 777
"gene_820" 1033 1169 1093 1113 1083 899 6683 4164 4773 4498 5148 5580 4648 5348 5378 4898 4301 5084 4366 5039 5411 5545 4650 4482
"gene_821" 4150 3908 4123 4627 3406 4106 29481 22330 18802 22659 23534 19906 22526 21786 26258 23969 27030 25526 21776 22482 28683 27511 34598 32945
"gene_822" 181 151 216 244 213 172 941 600 531 632 861 961 635 909 799 883 800 772 802 700 580 722 604 646
"gene_823" 50 63 69 25 18 66 191 213 251 251 234 269 112 311 157 225 299 176 195 165 123 236 150 367
"gene_824" 2574 2711 2285 2244 2944 2429 15960 20099 15915 14864 16310 19403 15241 16287 17616 15464 15746 13386 15114 12893 18002 16993 13734 18010
"gene_825" 147 143 109 290 259 196 672 782 1001 1171 1356 1010 989 1102 771 804 1017 974 947 1013 894 621 1030 1061
"gene_826" 219 207 178 249 262 214 1957 2319 2068 1808 2145 1992 1725 1895 2104 1865 1838 2297 2294 1880 2297 2175 2434 1720
"gene_827" 8 2 14 2 4 1 67 29 22 36 50 90 38 68 91 40 47 106 82 57 36 59 68 58
"gene_828" 974 974 847 1249 1306 1270 8262 6520 6853 6308 8293 5395 7253 9339 5290 6398 5513 5577 6572 6532 7987 7223 5731 6592
"gene_829" 643 778 718 688 762 628 6987 5501 6754 6529 8183 6635 5879 8329 7952 5481 7606 5393 5334 4769 8692 7107 6540 7766
"gene_830" 5047 6596 5991 5534 5243 7692 29122 23411 44848 26494 30348 30549 27513 29919 30984 32793 48876 34856 26836 38487 35332 41213 37330 46803
"gene_831" 399 216 318 242 202 250 1116 954 1693 1776 1482 834 1198 1405 1111 1194 1525 1116 1461 1015 1215 1189 1271 1395
"gene_832" 39 31 36 44 35 59 235 364 432 400 529 374 563 413 331 380 433 382 317 328 433 384 318 433
"gene_833" 1773 1991 1854 2194 1779 2121 10091 10832 13828 13907 16383 16054 12249 14137 12231 12624 15586 17923 13177 15014 12045 14216 12603 14126
"gene_834" 1621 1982 1908 1614 1672 1698 14906 12803 12403 10767 11069 8066 9096 11239 14211 10018 8070 11846 10354 13614 10351 8526 10020 12774
"gene_835" 3235 2825 3396 2688 3097 2934 16119 15325 15752 13963 16505 16948 15362 13597 16924 17944 17751 16236 16517 16290 17116 17637 16983 15145
"gene_836" 13647 17037 15927 13311 14997 13891 68751 127052 81723 89228 92076 73839 79225 82724 125314 91991 91803 109856 73600 104650 98628 84187 103664 110941
"gene_837" 332 202 160 184 179 148 1273 1169 1343 1290 1039 973 948 1145 1319 1080 1071 1058 1575 1415 989 1089 1190 1255
"gene_838" 2822 3254 3874 4588 2375 4472 28491 17518 27483 21849 25156 28497 21777 27650 27544 23349 22975 22957 19593 28257 15029 25169 17545 22484
"gene_839" 133 87 113 128 115 96 869 919 953 958 782 1022 941 746 727 1014 796 1185 1192 800 1333 948 1155 826
"gene_840" 0 0 0 0 0 0 25 26 31 45 20 20 34 58 103 54 9 70 17 43 22 47 46 27
"gene_841" 0 0 0 0 0 0 68 129 92 127 112 86 95 89 87 119 119 89 134 62 102 113 89 138
"gene_842" 16 30 24 6 28 28 210 188 268 303 298 440 255 235 258 201 189 300 273 259 225 273 337 204
"gene_843" 2093 2346 2025 2178 2461 3605 13762 22830 16194 15194 14382 17607 17877 13148 17136 17407 16526 15778 15581 24559 16697 15023 14645 13818
"gene_844" 51 83 74 79 101 91 300 296 282 447 304 157 365 304 326 208 424 357 322 231 199 242 399 269
"gene_845" 2524 3385 3579 3171 3483 2673 25452 21926 22825 27914 24610 20967 30918 12901 31564 27742 17996 29438 33143 23504 24951 16623 20187 31158
"gene_846" 638 901 408 443 341 758 3564 3840 3802 3681 3605 2990 3400 3261 3992 3969 3129 4497 4756 3488 4127 3582 2788 3746
"gene_847" 0 0 0 0 0 0 55 96 86 126 71 164 58 89 45 102 72 61 55 73 57 72 58 37
"gene_848" 637 711 521 530 432 687 2949 3253 3091 3237 3027 3598 3360 2428 3422 3408 3087 2819 2786 3730 4884 3554 3948 3595
"gene_849" 0 0 0 0 0 0 79 68 137 34 113 83 102 46 72 109 106 120 49 98 95 97 54 61
"gene_850" 2277 2563 2732 1772 3073 2874 11324 12262 10512 12661 15353 13755 11945 15102 14096 12719 13427 10408 11785 12890 11757 12902 12626 12048
"gene_851" 1775 1649 1626 1768 1713 2146 357 376 368 225 480 355 272 289 375 325 242 294 315 298 309 325 313 524
"gene_852" 240 214 155 263 279 219 75 64 36 46 52 22 34 42 20 26 30 22 27 21 24 22 54 20
"gene_853" 1870 2325 2447 2075 1628 2817 404 283 478 315 251 349 956 439 472 468 323 270 398 647 455 299 496 335
"gene_854" 3562 3606 3835 3722 4084 4208 649 767 727 697 760 634 875 615 704 1103 733 703 644 672 744 610 616 767
"gene_855" 127 143 147 228 271 107 44 47 36 29 51 30 23 59 24 30 30 40 13 25 26 52 42 16
"gene_856" 5310 4739 5505 3930 4888 5119 1048 703 784 1008 909 836 976 698 921 836 733 762 644 938 713 908 814 681
"gene_857" 10 7 31 6 12 8 0 1 1 0 0 0 0 0 1 0 0 0 1 1 0 2 0 0
"gene_858" 3894 4020 4144 3450 4265 4692 443 633 718 570 570 432 625 683 606 557 580 574 668 766 541 652 513 562
"gene_859" 936 1076 1422 1029 953 1114 252 239 197 207 174 207 126 331 281 187 249 280 196 306 303 228 325 221
"gene_860" 4540 4676 4852 5046 4726 4419 660 717 568 542 599 738 707 563 493 798 826 601 583 717 689 609 605 731
"gene_861" 78 36 105 88 88 60 17 22 39 10 28 36 23 24 13 16 20 28 31 6 28 28 17 34
"gene_862" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"gene_863" 1552 980 1385 1241 1247 1275 303 288 253 173 151 125 247 200 199 245 153 161 208 175 187 192 174 147
"gene_864" 3564 2934 2330 4057 3289 4454 562 390 480 475 912 456 556 427 562 369 512 388 269 311 411 627 452 490
"gene_865" 110 110 81 98 79 165 84 33 52 26 31 27 14 45 21 38 32 27 44 57 54 21 22 48
"gene_866" 113 65 90 88 101 103 9 25 16 10 4 10 10 11 9 27 12 4 16 61 16 11 6 33
"gene_867" 5 7 10 1 5 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"gene_868" 322 227 186 226 223 204 43 31 145 68 74 42 29 49 51 84 79 47 75 45 57 48 68 40
"gene_869" 1211 1086 1570 804 1537 1788 273 352 229 278 154 145 294 302 261 164 373 221 205 252 276 266 286 267
"gene_870" 2022 1695 2194 2556 2441 2072 493 278 362 412 492 320 365 359 289 446 297 430 444 424 272 254 357 449
"gene_871" 7733 8617 7202 7519 4692 6666 1344 1017 1083 1330 859 1113 1460 1133 1437 1330 1719 882 1726 1342 1155 1370 994 1814
"gene_872" 248 312 363 352 411 450 67 109 55 113 86 88 52 99 88 61 92 114 68 84 51 76 46 74
"gene_873" 660 712 865 703 738 715 133 86 95 127 162 150 149 180 78 252 147 90 92 126 134 116 225 155
"gene_874" 51 43 84 58 62 56 8 9 6 6 24 10 5 3 23 10 7 7 9 4 8 7 1 6
"gene_875" 45 52 32 65 47 86 10 1 10 12 3 4 8 2 4 21 8 2 16 13 5 8 13 6
"gene_876" 312 311 421 500 483 518 97 70 79 69 73 164 66 78 55 75 88 96 51 59 86 103 118 73
"gene_877" 21 5 2 13 6 11 0 0 1 6 1 2 1 2 1 1 0 7 0 6 13 7 1 5
"gene_878" 15090 13440 10914 14257 12614 14211 2258 2615 2442 2107 2607 2532 2531 2435 3064 2525 2634 2414 2860 3039 2258 2591 2679 2706
"gene_879" 3122 2247 3126 2775 2737 2780 427 461 332 563 359 304 347 327 291 572 329 620 389 256 430 384 317 392
"gene_880" 3306 3268 3848 3222 2755 2601 667 831 792 740 1026 942 889 980 790 805 824 751 877 857 735 869 897 755
"gene_881" 31 49 65 13 37 19 11 1 0 6 2 8 0 1 3 8 14 1 5 2 0 3 13 0
"gene_882" 493 392 436 357 383 458 10 90 104 106 18 50 52 52 20 59 21 64 41 56 24 54 16 36
"gene_883" 2883 2600 2905 3015 2961 2937 438 420 503 557 606 478 567 434 479 560 365 557 575 561 464 587 404 634
"gene_884" 30 6 14 7 17 12 0 5 0 1 3 1 0 1 0 0 1 2 3 0 0 2 1 2
"gene_885" 97 141 172 124 176 158 81 65 29 85 40 58 21 44 75 41 74 54 71 49 59 123 105 61
"gene_886" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"gene_887" 14 14 10 3 2 4 17 1 9 5 1 4 7 1 0 2 5 1 9 1 15 1 0 1
"gene_888" 1654 1377 2038 1733 2057 1633 281 305 228 241 374 370 298 297 342 289 272 371 411 242 204 373 367 438
"gene_889" 4964 4412 5013 4899 6138 5929 1158 1017 751 703 713 1101 1128 859 992 617 1009 554 1106 514 1173 1532 660 713
"gene_890" 2587 2180 2794 2776 2651 2334 494 509 532 461 577 405 580 536 568 485 365 620 440 461 433 571 612 380
"gene_891" 1036 920 875 1019 1046 967 137 234 208 231 268 214 226 159 256 168 237 188 270 252 216 215 137 231
"gene_892" 88 52 75 62 94 55 4 2 0 6 4 6 10 3 10 5 5 18 4 4 16 2 6 28
"gene_893" 1316 1586 1012 1039 1219 987 240 166 273 288 172 170 186 156 169 121 189 284 234 189 251 220 215 259
"gene_894" 984 1021 789 1118 523 920 156 245 261 293 148 244 142 219 162 262 245 159 144 166 208 160 305 128
"gene_895" 586 692 485 605 651 474 83 91 47 55 86 70 72 39 65 70 76 53 48 93 86 76 48 61
"gene_896" 1 16 11 17 3 8 1 1 0 3 0 0 0 3 3 1 3 4 2 0 3 1 0 0
"gene_897" 3749 4407 3012 4176 3721 3999 633 644 677 665 544 653 764 635 615 550 623 585 566 632 613 499 667 606
"gene_898" 1145 1213 899 961 1586 1614 178 294 426 267 273 329 246 334 192 295 345 184 358 365 290 218 227 200
"gene_899" 4016 5785 5129 7214 6549 6729 842 929 1091 1015 1265 955 1079 735 868 793 786 842 744 1391 927 939 1304 727
"gene_900" 2017 2363 2333 2492 2084 2234 453 451 443 306 424 440 509 385 293 425 398 266 356 377 418 324 601 320
"gene_901" 399 330 461 255 547 292 1149 916 1114 1135 1145 1247 2291 2316 2284 2284 2130 2580 3436 2178 2774 3560 4084 2309
"gene_902" 1046 1021 775 817 827 838 2171 2052 1998 1847 1704 2230 3913 4221 3837 4900 3988 4388 6214 5834 6024 5547 6746 7941
"gene_903" 6002 5441 4673 5231 6661 5021 14386 13879 10649 13508 10886 12622 23737 24937 27034 23717 25845 26612 40268 33878 38415 40389 45121 33959
"gene_904" 1349 1805 1774 1038 1540 1873 4745 3942 4571 4115 3783 4749 6144 10112 8370 7172 7229 7821 9567 12379 10866 11093 12722 12718
"gene_905" 17 27 29 50 36 29 48 40 44 35 43 46 93 56 89 97 97 126 113 99 208 113 209 149
"gene_906" 67 26 33 68 21 20 74 73 46 106 70 65 136 137 121 123 102 88 287 105 131 120 205 198
"gene_907" 562 677 421 506 579 645 1392 1263 1102 1327 1202 1086 2346 2366 2716 2631 2649 2565 3740 4239 3509 4436 3885 4158
"gene_908" 1846 1366 1727 1470 1850 1474 2369 3250 3088 2458 2636 3106 3591 5185 5891 5249 3922 3920 7439 7855 7779 7052 6354 8194
"gene_909" 717 656 891 854 698 784 1344 1699 1678 1817 1508 1495 3993 4040 2502 2820 3703 3010 4209 3791 4808 4402 4292 4704
"gene_910" 1597 1239 1171 1139 1070 1809 2200 1685 2241 2235 2152 1911 4244 3618 4411 4169 4618 4364 8913 5425 8693 7216 9355 5425
"gene_911" 2143 1681 2205 2101 1847 1806 5639 4114 4998 4833 5150 4594 10749 8673 9086 8243 6940 7354 17261 13931 16643 19535 12097 15669
"gene_912" 2259 2960 2671 2593 1963 2593 4568 4862 4441 4182 5675 5142 9023 7516 12441 11234 9939 13537 15634 15817 16040 15192 16009 14959
"gene_913" 3553 4324 4601 4680 3706 3449 9568 7626 8371 8988 8403 8309 18107 15039 13783 19147 13432 16785 30454 25644 23254 25109 18703 28461
"gene_914" 669 734 1119 1146 928 949 1447 1889 1436 1656 1748 1803 3429 3518 3174 3894 4692 3644 5688 4693 4929 5746 3945 3166
"gene_915" 2245 3002 2577 2920 2152 2418 4592 4901 5244 5102 3951 4478 10855 10465 10985 10275 10177 10394 13993 19300 17281 17229 15351 13012
"gene_916" 5457 4814 6286 4356 3863 4063 14396 11828 11345 12265 13833 16579 28981 21136 24273 28273 34130 24340 25701 24646 33655 39189 29176 32130
"gene_917" 607 628 931 583 742 667 967 780 1148 1356 806 1044 2014 2485 1934 1983 2397 1805 4214 3380 2728 3417 4113 3222
"gene_918" 29 12 57 12 23 16 24 24 48 19 10 40 45 34 45 49 42 53 98 60 51 95 125 109
"gene_919" 20 31 45 28 82 60 130 101 43 111 114 91 169 205 178 197 144 154 263 277 302 293 434 222
"gene_920" 6758 4293 4931 5270 4473 4455 6174 5562 5942 5101 6612 6074 10004 10830 10808 8838 9441 9014 16949 15922 17933 16635 18681 15571
"gene_921" 499 641 570 497 386 505 1098 840 1325 999 976 902 1399 1914 1653 1808 1869 1608 3066 2709 3037 2951 3306 2223
"gene_922" 2340 2265 2301 2313 2029 2109 4184 4630 3662 3895 3800 5642 8982 8540 8918 8470 9882 9444 15644 13676 9321 13039 11121 15950
"gene_923" 2222 2068 2250 2400 2180 2162 3491 4268 5048 4367 4632 4360 8518 8133 7941 10217 8460 8225 14466 12437 11919 12520 12586 14058
"gene_924" 126 175 325 253 116 193 894 712 684 657 597 786 1267 1272 1067 1565 942 1280 1802 1520 1899 1824 2391 1300
"gene_925" 45 63 78 44 88 80 105 142 79 120 120 81 263 252 203 214 282 217 265 310 348 341 266 365
"gene_926" 112 117 213 181 114 105 306 330 370 248 329 300 596 644 651 447 640 608 973 921 583 684 1012 943
"gene_927" 11852 13339 12876 13290 12654 13179 34078 29411 28342 28667 32437 34244 51278 54681 58912 51339 64032 57191 102908 102677 85653 87683 97541 106043
"gene_928" 2140 2590 2075 2264 2082 1394 4294 5011 4495 4279 5728 5535 8960 10662 11629 9843 11616 9588 17536 15017 14005 12085 15433 16233
"gene_929" 0 28 1 0 3 0 16 6 4 4 8 6 14 20 20 22 10 8 48 16 53 8 18 10
"gene_930" 1776 1643 1203 1439 1696 1534 3521 3546 3411 3309 3125 4085 7610 7778 6795 7027 7700 6902 8990 8783 9433 8767 11576 10799
"gene_931" 683 838 764 858 571 664 950 889 1130 899 1215 976 2393 2219 1898 2243 2564 1820 3707 3305 2692 3529 3287 2978
"gene_932" 476 690 459 355 384 536 612 698 751 690 730 663 1130 1217 1447 1483 1126 968 1909 2058 2241 2334 2167 2029
"gene_933" 1029 1153 1540 1730 1298 1134 3214 3244 3209 4170 2368 2727 8115 7170 8039 6811 7003 8163 10013 9065 6731 11207 8654 8277
"gene_934" 134 112 127 147 131 158 236 142 185 341 291 173 173 302 408 258 348 365 509 400 532 467 581 491
"gene_935" 7009 6067 8175 5804 8621 6217 14503 13824 16888 14571 11903 15498 24900 25902 23951 27093 24459 27217 34112 43253 32231 47140 27716 28728
"gene_936" 764 685 590 522 533 673 1088 831 995 1048 1050 1200 2406 2470 2076 2083 2149 2602 3348 3579 4329 3366 2556 3214
"gene_937" 723 721 617 728 791 426 865 1238 1147 1175 1191 1163 2338 2365 2232 2235 1682 2196 2575 3153 3326 3228 3629 3500
"gene_938" 9427 8929 10261 11562 10644 11215 20454 20518 22143 16716 18959 19153 31987 37875 34889 36930 32625 34023 52503 50401 48303 58653 54585 60918
"gene_939" 10 8 15 6 29 12 46 64 40 32 10 48 75 55 66 72 122 92 154 133 96 137 108 97
"gene_940" 243 212 132 207 235 181 644 798 679 889 881 936 1362 1543 1812 1971 1988 1584 2694 1855 2812 1646 2387 2863
"gene_941" 4794 6883 4701 5837 3932 4628 9981 12661 9487 7347 9292 10194 18998 19010 17064 19518 21512 23380 27798 36468 30788 31339 29431 29197
"gene_942" 64 78 64 25 101 68 282 234 371 296 404 344 741 693 863 735 523 791 579 805 982 969 914 802
"gene_943" 4265 2036 2101 2904 2602 2483 3763 3593 4520 3223 3456 3668 7202 9979 8509 6272 6856 9236 9909 12608 13658 11403 11646 13700
"gene_944" 4299 4058 4070 4180 3868 4937 8988 8656 9519 8330 8072 9307 14914 15411 18837 18087 20416 16614 25972 25113 27989 26172 25898 22925
"gene_945" 179 329 200 208 256 257 413 585 455 610 255 272 694 724 778 789 783 908 1374 1487 1296 762 586 1116
"gene_946" 0 0 0 0 0 0 4 14 28 22 22 6 41 44 28 22 38 8 68 61 58 46 31 30
"gene_947" 246 350 282 227 754 327 324 525 417 543 420 740 1103 1373 1352 1009 921 1049 1445 1479 1221 1739 1816 1630
"gene_948" 801 654 693 877 625 521 1541 1490 1371 1245 1116 2054 2226 2060 1867 2977 2678 2575 4837 3723 3705 4614 4013 4056
"gene_949" 4585 3684 4336 4159 4001 5316 7424 5337 6714 7767 4372 6045 11726 10330 14792 8261 12766 16641 18835 20600 19377 21040 17595 20090
"gene_950" 391 254 312 382 374 147 400 420 500 570 616 441 865 1176 937 1151 854 954 1914 1871 1676 1048 2006 1495
"gene_951" 821 909 853 863 768 848 1746 1909 1572 1632 2129 1584 3202 2534 2470 3076 2855 2707 4380 3351 3627 3223 3710 4400
"gene_952" 18 32 28 27 22 14 36 43 41 28 26 35 98 78 94 63 101 83 100 114 106 142 88 108
"gene_953" 78 27 20 94 63 55 102 77 102 89 69 65 95 131 118 143 192 192 128 130 307 226 138 195
"gene_954" 411 198 206 242 150 176 313 395 498 299 465 177 600 659 621 655 949 731 1047 739 840 741 949 1107
"gene_955" 7173 7207 5699 7413 4948 6434 14748 18464 14529 17281 19131 14261 25500 18845 20244 31992 29847 15527 33363 36744 35239 34096 39404 49840
"gene_956" 1373 1248 1190 1556 1319 1403 2634 2112 2331 2470 2099 2289 4730 4040 3600 4574 5204 4589 4616 5441 4452 4838 4233 6800
"gene_957" 359 542 307 487 409 361 1082 848 1174 918 848 804 1261 1464 1253 1494 1363 1547 1563 2005 2710 2147 1654 2343
"gene_958" 5898 8100 5952 5959 5821 7038 14584 13478 16115 18844 14728 15871 26261 19458 26750 21780 26186 22995 49758 34356 45853 33752 29295 32194
"gene_959" 25 43 43 42 16 29 118 171 135 93 97 137 374 249 272 364 214 200 340 211 252 203 258 504
"gene_960" 777 784 930 649 893 728 1885 1733 1979 1882 2302 1960 3060 3212 3642 3007 2878 3191 4383 5208 4518 4439 3746 4400
"gene_961" 2791 2412 2796 2570 2004 2471 7877 9033 9661 7906 7902 6816 13009 11173 9482 13886 12356 13441 16043 18057 16744 16616 18408 18080
"gene_962" 14 32 22 25 20 14 39 15 42 37 115 47 76 32 39 25 57 56 54 82 94 104 116 114
"gene_963" 42 48 125 57 47 74 168 159 107 80 138 86 175 78 228 253 266 236 386 332 188 471 522 258
"gene_964" 838 971 837 851 811 967 2174 1862 1950 1813 2040 1860 4422 2502 3205 4870 3650 2605 3300 4243 3921 5381 4930 4252
"gene_965" 3090 2750 3802 4304 3833 3135 5815 9442 6713 5538 8539 8298 10073 10034 12382 12969 11995 12612 16090 15751 16175 15414 16770 16084
"gene_966" 45 84 46 40 53 31 48 64 100 100 90 46 127 88 66 61 95 105 197 189 103 82 82 121
"gene_967" 15133 10964 11476 9576 12993 10055 23039 19561 21638 24824 23652 27329 32730 26517 34083 39358 40451 24794 54062 53727 47286 57063 65922 51587
"gene_968" 3236 4304 4183 3689 4249 4427 6401 6345 6928 6138 5615 5921 12940 10814 14648 11532 9377 10214 15401 18041 15829 17378 16558 14002
"gene_969" 2668 2326 2726 2876 2582 2560 4602 4948 4866 5110 4980 3986 8326 9375 9834 10153 10995 8341 15142 11630 12457 10496 14698 17399
"gene_970" 76 86 49 121 97 81 161 213 136 193 121 196 261 412 315 306 454 519 459 477 533 343 558 656
"gene_971" 4552 3930 4483 4085 3720 4126 11345 11154 11616 9563 10387 9576 18240 15716 16724 18021 15245 17363 17591 20516 17206 30574 28251 23758
"gene_972" 632 516 613 508 375 375 717 1014 798 1081 890 885 1156 1238 1693 1003 1560 1561 1655 1715 2339 2483 2255 2106
"gene_973" 497 378 392 498 344 521 916 797 1018 771 673 989 1377 1508 1340 1046 1553 1874 1719 1821 1749 2038 1728 1749
"gene_974" 4518 3661 3376 3448 4053 3615 5375 7577 9721 7034 6021 8340 14995 13283 13597 10867 13983 13404 16530 16735 19865 16817 14713 14854
"gene_975" 42 25 42 57 39 53 433 328 466 442 362 339 592 629 725 801 657 617 1150 1255 853 1382 758 1255
"gene_976" 1453 1615 1262 1077 1062 907 2213 2966 2373 2007 2640 1980 5639 4839 3883 6176 6046 4613 6280 6421 6324 4404 4079 4799
"gene_977" 2369 2157 1791 2395 2054 1638 3944 4259 4956 4922 5398 5265 6253 8950 8016 8377 6917 7859 11550 9548 10559 9590 11683 9807
"gene_978" 659 922 627 507 725 495 1123 1667 1500 1314 1212 1553 2032 2002 2440 1690 2473 2209 3063 2178 2328 3456 2834 2964
"gene_979" 7976 11670 9648 8922 11069 10398 21519 20575 17022 20431 19803 19027 28019 26128 27490 26293 35469 36045 35473 29456 32624 42178 35247 20249
"gene_980" 31 46 43 69 33 28 24 46 21 80 58 30 107 114 88 47 89 54 80 79 107 118 95 140
"gene_981" 9560 8380 8680 9308 8115 9498 17427 17414 19143 18373 17338 14516 26903 29479 30263 26820 38077 32442 26585 27345 35510 28610 26938 28871
