"TP1_1" "TP1_2" "TP1_3" "TP2_1" "TP2_2" "TP2_3" "TP3_1" "TP3_2" "TP3_3" "TP4_1" "TP4_2" "TP4_3" "TP5_1" "TP5_2" "TP5_3" "TP6_1" "TP6_2" "TP6_3" "TP7_1" "TP7_2" "TP7_3" "TP8_1" "TP8_2" "TP8_3"
"gene_2705" 1415 1684 1578 1743 1224 1303 1932 1599 1439 2014 2073 1932 1583 1754 1458 2102 1698 1458 1831 1791 1282 1644 1704 1421
"gene_2706" 9835 8948 8790 10048 9639 10192 15865 13978 12082 12660 15556 12723 9676 9934 10633 8750 13279 10374 14888 10652 11137 14200 12137 11476
"gene_2707" 2698 2593 3186 2760 2847 3169 2992 3449 4300 3220 4223 3552 2174 2158 2320 2607 2287 2605 1832 2142 1640 1891 2561 2812
"gene_2708" 9737 7790 10365 9078 9623 8432 9335 8699 8360 9458 7646 6888 10438 9315 8942 9111 10572 8630 7115 6007 7285 5601 7540 7426
"gene_2709" 188 158 281 229 165 175 282 264 158 189 174 264 373 397 372 579 357 368 126 244 138 293 318 173
"gene_2710" 8364 8744 8302 9010 8787 8927 11999 13721 13907 16297 15782 13328 11650 9550 14648 9287 12427 11631 13346 11999 13609 10785 15069 15334
"gene_2711" 22 20 23 30 12 25 18 4 13 13 14 10 12 7 4 5 23 10 0 0 0 0 0 0
"gene_2712" 3578 3046 2882 3202 3380 3992 2362 2830 2682 3701 3087 3074 1575 1881 1363 1864 1546 2094 3859 2096 2926 2371 2985 2932
"gene_2713" 221 261 163 179 281 249 92 114 117 120 155 94 212 182 286 228 276 173 110 77 162 96 95 63
"gene_2714" 166 52 105 129 88 118 633 518 687 860 479 403 459 546 590 501 466 451 417 377 361 401 411 500
"gene_2715" 243 336 266 233 228 427 354 328 295 379 304 348 280 210 199 326 254 193 85 187 196 201 213 139
"gene_2716" 5091 3887 4996 5437 3811 3608 5002 4936 5441 5761 4356 4166 4933 6537 5576 5180 6498 5102 4433 4978 6381 5610 4388 5476
"gene_2717" 87 128 89 59 102 57 97 73 96 91 79 78 173 158 83 113 104 231 30 139 88 80 77 87
"gene_2718" 70 60 74 59 90 49 26 49 47 35 10 51 32 29 44 29 57 29 52 79 62 109 28 19
"gene_2719" 2669 2413 2564 3099 2975 2956 3113 3563 3013 2740 3126 3503 3708 4684 3364 2918 4222 5227 3104 3746 2710 3294 3812 3321
"gene_2720" 330 334 333 299 320 390 242 329 306 381 634 382 478 826 411 217 520 402 351 326 358 322 332 331
"gene_2721" 2538 2518 2883 2133 2573 2688 3181 3693 3047 3123 3009 2121 2192 1827 2070 1780 2556 2315 3658 3278 3752 3846 4334 3478
"gene_2722" 1194 927 1168 953 1226 1339 1889 1754 1971 1463 1612 1928 959 1256 1163 1268 1072 1183 1347 1696 1248 1292 1035 1349
"gene_2723" 2339 2541 2801 1713 3009 2335 2560 2262 2637 2678 1975 2061 2777 3364 3663 3034 5039 3329 3246 2228 2754 2471 3223 3098
"gene_2724" 3871 4085 3362 4302 4326 3935 3694 3663 3758 3630 3957 3517 3639 3351 2395 2729 4482 2862 4537 4114 4261 4285 3412 3851
"gene_2725" 1445 1468 1461 1513 1458 1532 890 1138 806 1010 520 902 1335 1071 1362 966 1021 1189 363 657 408 486 613 615
"gene_2726" 154 182 201 222 134 307 176 209 215 160 275 230 198 257 221 290 457 316 99 241 203 88 162 174
"gene_2727" 16575 15348 15881 17929 18534 13802 9936 7840 11529 9543 9407 14837 10782 10340 12193 10234 10132 11292 12120 8506 9667 11895 12542 15826
"gene_2728" 265 269 190 287 206 144 190 260 219 238 223 244 486 488 658 439 401 595 494 324 306 620 381 247
"gene_2729" 6155 4953 5841 6174 4679 4674 8847 7642 9430 7214 7064 7530 5877 5463 6024 5557 5005 6265 10924 12737 15001 10983 10107 10017
"gene_2730" 879 952 1072 1026 863 918 1219 1469 911 1452 1172 971 1645 1813 1730 1782 1463 1688 1737 1318 1651 1097 1656 1084
"gene_2731" 1755 1785 1498 1676 1838 1794 2753 2835 2506 2823 3747 1970 1991 2676 2480 2456 2378 3171 2116 1631 2881 2075 1522 1616
"gene_2732" 197 125 278 143 203 225 60 161 108 99 67 152 145 106 116 97 88 105 17 30 22 27 21 23
"gene_2733" 703 745 709 750 693 696 847 775 911 853 976 687 1045 1128 1139 1118 922 1266 1224 2013 1689 1165 1126 1206
"gene_2734" 12 6 6 6 14 4 22 22 22 42 18 29 0 0 0 0 0 0 68 47 46 53 28 130
"gene_2735" 2120 2113 1814 2392 2585 1568 1656 2064 1772 2800 2018 2257 1866 2108 2148 2089 1902 1676 1539 1199 1471 1689 1064 1338
"gene_2736" 2385 2086 2012 1715 2138 2217 2507 3770 1860 3422 2978 2889 1509 2134 1900 1782 1886 1819 2006 2021 2126 2075 1881 2368
"gene_2737" 964 1028 947 922 678 668 1556 1670 1868 1993 1531 1757 765 730 826 825 977 1010 978 701 871 697 895 892
"gene_2738" 8548 6554 6991 6793 7309 4722 6447 6325 5067 6120 5785 5418 6152 6344 7137 7161 5976 6985 4534 5263 4221 4691 4582 4491
"gene_2739" 439 394 421 553 415 379 620 507 485 444 823 504 278 212 189 296 203 258 485 307 544 545 418 483
"gene_2740" 2257 2789 2036 2351 2345 1981 2580 2156 2582 2354 2618 2321 1602 1798 1957 1804 1423 1415 1879 2775 2496 2710 2389 2418
"gene_2741" 4361 6053 4772 4606 4680 5143 4344 3674 4213 3892 4011 4413 5098 4957 2980 5464 3962 4111 4038 4761 4308 4493 3724 3746
"gene_2742" 336 465 514 429 377 481 124 150 380 150 175 172 281 343 320 326 291 212 532 397 493 377 327 392
"gene_2743" 487 506 642 464 503 552 766 491 585 737 513 619 313 412 417 440 273 350 911 850 1404 835 773 1221
"gene_2744" 856 627 653 868 720 1063 792 788 607 801 760 798 1481 1866 1663 1565 1261 1919 1283 1025 784 1351 690 885
"gene_2745" 924 1039 1148 1335 955 953 875 926 1094 785 645 813 1086 950 1157 980 1088 855 762 1337 1538 1334 1460 1935
"gene_2746" 2322 1770 2067 2148 2071 2572 1869 2566 3258 2429 2274 2506 2834 2206 1901 2455 1722 2541 3548 2922 2943 3103 2896 2636
"gene_2747" 3597 3386 4007 4071 2448 2885 2712 2723 2547 2941 3021 3430 2708 2355 2517 2597 2645 2388 3123 2054 3316 2101 2483 2683
"gene_2748" 215 113 146 104 236 135 127 204 71 104 99 63 59 123 123 142 134 181 191 226 228 214 164 143
"gene_2749" 418 400 334 384 462 537 182 124 260 216 289 249 206 407 311 341 551 458 128 145 163 173 172 137
"gene_2750" 921 753 862 753 970 1140 1395 1291 840 1085 874 969 1235 1231 1640 1696 1752 1276 1106 1027 1237 1110 1320 969
"gene_2751" 129 58 56 56 63 104 95 77 55 95 34 33 143 136 136 124 119 77 62 74 66 63 35 76
"gene_2752" 101 200 145 197 131 121 266 411 313 275 323 430 91 92 116 186 148 122 308 399 343 211 167 359
"gene_2753" 177 257 154 198 167 142 170 184 223 96 343 243 391 351 502 306 322 332 455 630 381 645 650 772
"gene_2754" 25 21 15 30 8 19 0 0 4 9 2 5 1 13 5 1 1 1 21 15 17 20 35 37
"gene_2755" 1329 1568 1592 1112 1700 1385 2034 3196 2226 2431 1960 1890 1696 1799 1916 1943 1583 1384 1465 1068 1407 1426 1395 1405
"gene_2756" 375 339 435 713 522 460 157 81 116 91 181 135 287 429 449 543 487 488 262 271 208 269 186 315
"gene_2757" 7402 6118 5194 5425 5564 6879 11269 8517 9671 10602 7332 9474 4941 3701 4191 4523 4646 4372 7172 5451 5022 5091 6093 5969
"gene_2758" 5602 4991 5138 4756 3537 5367 4661 6747 6925 4712 6262 5812 4419 6155 7410 8304 8741 7606 5083 3916 4734 4481 6184 4902
"gene_2759" 8310 9730 11207 8049 9768 9685 9954 8573 9670 8966 10464 8730 7271 6593 5856 9173 8410 7592 9703 8621 8648 8059 8339 7998
"gene_2760" 492 366 465 459 647 633 1051 795 1380 906 1252 805 798 435 686 543 418 560 670 851 952 820 1011 987
"gene_2761" 1034 842 881 858 1209 876 903 804 1092 964 638 890 400 393 461 346 564 435 668 603 675 830 734 543
"gene_2762" 380 462 318 394 341 341 241 201 320 234 366 261 362 554 635 502 374 387 278 320 500 257 403 511
"gene_2763" 2004 2296 2495 2067 2691 2583 4186 3318 3230 3957 2716 3114 3964 3481 3080 4376 2350 4576 4190 3396 3494 4005 4408 3342
"gene_2764" 7914 7624 7106 8006 7054 6027 5940 5628 4865 4233 5845 7727 4627 5039 3473 4459 4709 3571 6611 4626 6356 5753 6779 4985
"gene_2765" 1105 1217 735 1584 778 1170 1002 1429 1254 1378 1359 1209 1311 1436 1642 1607 1545 1607 1866 1586 1626 1693 1457 1018
"gene_2766" 1248 1557 1368 1698 1304 1357 1013 986 940 910 1372 879 868 1108 960 1236 962 1271 791 658 478 599 563 718
"gene_2767" 6415 6924 8291 7636 7065 7384 5596 4991 7073 7596 3949 10553 7444 8288 8324 7092 6628 7608 4463 7190 8781 6563 4878 4497
"gene_2768" 234 145 71 142 129 170 354 179 185 207 118 166 311 350 380 277 325 353 206 147 164 165 212 193
"gene_2769" 35 20 22 25 20 63 10 5 13 10 12 3 22 8 40 28 42 10 14 11 6 7 30 6
"gene_2770" 79 55 64 54 64 51 13 27 24 29 22 28 4 5 8 4 8 10 29 22 7 45 18 40
"gene_2771" 4883 4489 4570 5205 5066 5227 2277 2829 3439 3270 4161 4794 2765 2149 2720 3387 2189 2628 4374 4316 3365 4923 4115 4894
"gene_2772" 231 200 220 179 198 204 320 357 260 262 371 302 216 160 229 244 183 206 196 167 370 130 167 228
"gene_2773" 5431 5774 5754 6605 5783 5731 6848 5011 5270 5190 5760 6666 7459 7037 6461 5670 7600 5802 3348 4454 5010 4560 4972 4156
"gene_2774" 1566 1961 2138 1668 1764 1828 2538 2534 2425 2373 2436 2524 1874 1603 1522 2305 1607 1897 1871 1614 1731 1589 1678 1838
"gene_2775" 14 14 2 9 16 9 28 13 7 6 7 12 0 0 0 0 0 0 6 6 6 8 5 14
"gene_2776" 0 0 0 0 0 0 14 4 6 9 1 3 13 4 9 2 20 8 0 0 0 0 0 0
"gene_2777" 3564 3325 4264 3910 4879 5245 3607 4615 3123 3626 4143 4070 4127 3379 4005 4293 4330 3558 4408 4917 3684 4444 4501 3907
"gene_2778" 499 237 289 391 383 266 660 534 473 340 586 418 147 199 272 238 115 249 499 477 643 353 605 681
"gene_2779" 110 100 137 171 123 158 201 203 203 218 171 201 164 209 220 190 175 246 606 503 400 380 440 573
"gene_2780" 686 607 755 804 661 783 372 451 456 566 359 457 261 273 315 421 298 506 653 626 434 582 539 592
"gene_2781" 1687 1921 2297 2224 2024 2442 2716 2250 2918 2424 2656 1939 2257 1915 2249 2256 2067 2038 2336 1708 2364 2277 2945 2134
"gene_2782" 1413 1390 1216 994 1509 1502 1265 1491 1108 1656 1366 1247 1535 1598 1127 1247 1189 1199 633 413 630 542 561 799
"gene_2783" 4016 4602 4030 4119 5720 5508 5131 4875 5965 5820 6193 5836 4910 4553 5816 4595 5371 5067 6115 7631 5454 4183 7321 5643
"gene_2784" 9261 11327 9675 12158 9330 15389 10028 14876 13292 11717 9758 6981 13036 13270 12622 13482 15309 11718 12321 14835 12272 13038 12424 11383
"gene_2785" 0 0 0 0 0 0 5 8 16 16 55 20 4 16 1 5 4 4 0 0 0 0 0 0
"gene_2786" 110 92 83 105 45 74 135 134 66 184 182 94 39 82 85 88 52 75 136 145 155 139 149 180
"gene_2787" 650 726 648 1264 1131 1349 1101 1110 1049 911 1057 1174 909 833 808 965 854 877 871 755 817 896 817 821
"gene_2788" 1062 883 877 878 993 1025 381 370 304 276 479 483 444 809 670 597 437 496 709 649 388 803 415 552
"gene_2789" 349 250 483 461 497 605 293 288 317 325 475 358 368 203 232 191 399 238 313 219 276 280 319 326
"gene_2790" 30 72 14 38 88 92 68 74 56 80 93 56 141 160 174 188 155 127 74 106 140 127 46 72
"gene_2791" 10151 9498 9151 8591 10499 9831 10547 8860 7638 9891 6958 8581 8601 7829 7913 7431 8631 7136 7553 6814 6906 7700 7117 6652
"gene_2792" 220 186 121 132 217 187 247 236 312 316 212 283 503 311 670 472 355 413 410 523 360 292 384 347
"gene_2793" 6627 6428 7674 7094 6578 7490 8459 8072 8840 7584 10049 8994 4756 8054 8247 8121 8850 8959 3862 4880 4105 5006 6597 4358
"gene_2794" 9 16 31 16 10 15 6 1 1 8 7 0 2 5 2 11 9 7 16 35 58 37 74 26
"gene_2795" 2541 3328 2401 3359 3443 3134 4502 3112 4229 3959 3288 3570 4093 4098 4020 4048 4386 4425 3610 3825 2923 3692 3496 3368
"gene_2796" 1276 1177 1431 1154 1157 1349 1440 1463 1362 1459 1307 1467 1225 1345 1611 1937 1187 1429 501 587 399 580 501 384
"gene_2797" 26 35 37 52 55 49 37 48 61 46 127 92 29 70 71 54 34 113 106 51 64 58 70 48
"gene_2798" 322 266 212 381 394 333 312 319 290 429 385 391 311 182 190 184 189 237 376 443 409 290 217 376
"gene_2799" 203 247 239 140 188 112 6 15 14 8 3 20 46 68 35 107 80 41 144 170 73 120 156 167
"gene_2800" 245 159 282 179 274 272 200 197 135 143 171 143 266 225 147 208 88 155 243 223 212 279 238 262
"gene_2801" 7180 6267 6972 6549 6215 8029 8860 8938 8156 7667 8470 8234 11652 9674 10279 9978 11187 9329 14198 10053 8974 10689 9579 9749
"gene_2802" 191 239 349 315 212 191 143 177 82 186 93 141 128 126 77 210 81 131 157 104 198 35 238 114
"gene_2803" 2168 2405 2476 1987 2015 2040 1570 1312 1472 1288 715 1480 1683 2513 2297 3271 1595 2352 2424 2959 2549 1922 2308 2002
"gene_2804" 750 1031 1289 1294 1580 1388 1583 1492 954 1321 2046 1289 1215 1098 1305 1648 1194 1335 2824 2327 1554 1814 1791 1644
"gene_2805" 2735 3120 3203 2756 2986 2166 1507 1746 1930 1920 1408 1605 2330 1591 2223 2343 2784 2529 2264 1939 2236 2452 2273 1763
"gene_2806" 0 0 0 0 0 0 0 3 3 2 4 12 2 0 1 1 2 3 1 1 1 0 14 1
"gene_2807" 3121 3081 2827 3255 2799 2800 2815 3025 3672 3476 3944 3975 2835 3559 3725 2955 4226 5061 3095 2983 2641 3885 3210 3053
"gene_2808" 312 283 372 282 329 447 359 476 351 455 439 369 158 292 410 264 196 342 532 406 360 598 705 468
"gene_2809" 5670 4641 4396 4563 5580 7108 3385 3456 3453 4013 3161 3784 4018 4370 4320 3888 4061 3938 4180 5090 2737 3810 4249 3462
"gene_2810" 1224 1278 1244 1419 1469 1196 1482 927 1138 1000 1360 921 1182 1674 1015 1435 1611 1062 1634 2098 2113 1655 2253 2194
"gene_2811" 3626 3309 3309 2771 3094 3461 2078 1592 1880 1875 1917 1773 3677 3240 3902 2874 3090 3336 2268 2297 3087 2613 2862 2904
"gene_2812" 160 199 180 71 67 111 26 36 26 24 48 20 46 72 45 80 39 32 38 14 29 20 24 18
"gene_2813" 7365 7207 6623 6020 6669 6083 6613 5464 5769 6415 5528 6117 5796 7394 7000 6837 6828 6926 4046 5577 4734 4472 5092 6156
"gene_2814" 52 118 77 49 114 99 0 0 0 0 0 0 0 0 0 0 0 0 26 20 32 15 12 23
"gene_2815" 55 41 59 86 73 57 140 79 107 62 76 191 116 123 100 116 115 62 49 53 51 107 62 52
"gene_2816" 220 195 199 294 252 185 100 91 189 85 106 151 265 205 181 157 198 209 261 356 259 339 220 302
"gene_2817" 2941 2645 3325 2828 3066 2821 1686 1626 2018 1949 1550 1703 3560 3538 3647 3782 3699 3468 3040 3017 2565 2525 2052 2663
"gene_2818" 72 71 150 67 133 74 17 16 37 6 36 11 0 2 4 2 3 2 29 27 25 30 23 13
"gene_2819" 11961 10331 9993 9237 11380 11469 9656 9041 10800 7472 10232 9367 8188 8912 8690 8787 8547 9231 11233 10158 8760 8639 8380 7818
"gene_2820" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 4 8 20 2 4
"gene_2821" 184 345 248 276 137 250 252 186 238 98 133 191 98 114 118 103 145 143 71 40 39 40 50 103
"gene_2822" 8 17 13 19 25 13 94 97 37 25 27 68 19 16 64 18 40 29 59 71 82 73 76 93
"gene_2823" 37 56 28 40 44 34 94 142 98 91 82 118 70 147 74 71 110 130 41 32 27 27 14 22
"gene_2824" 1215 1490 1337 1311 1490 1331 1343 1361 1804 1217 990 1189 1154 916 1121 1185 1318 1008 1159 1077 969 1123 1340 1490
"gene_2825" 472 387 420 402 366 411 766 600 449 754 460 672 266 666 428 355 312 311 174 204 213 257 175 153
"gene_2826" 31 7 8 9 23 9 8 8 4 6 6 2 5 12 5 1 4 4 0 0 0 0 0 0
"gene_2827" 200 337 220 171 199 279 353 449 355 301 280 306 676 513 678 378 495 498 499 575 677 432 523 715
"gene_2828" 354 330 488 424 434 263 783 831 702 548 798 936 441 469 567 759 389 546 552 549 366 334 423 413
"gene_2829" 6209 5701 5820 5675 6635 5616 4218 4366 4623 4910 5799 4679 7502 5246 4978 5696 4665 5805 5251 5753 4217 4426 4960 5001
"gene_2830" 1227 1796 1318 1819 1625 1819 1643 1763 1609 1666 1850 1543 1468 1156 1344 1249 1626 1679 1915 1539 1268 1651 1388 1558
"gene_2831" 316 228 130 148 232 249 122 117 152 131 179 66 452 310 463 311 547 346 82 85 94 80 157 69
"gene_2832" 8199 6824 8333 7000 9393 7077 8798 8795 9470 8806 9090 8708 11043 10418 7961 9561 8420 8683 6469 6942 5981 6245 7685 6431
"gene_2833" 141 108 192 156 149 165 85 125 255 193 233 187 158 64 84 48 109 78 127 252 170 114 117 116
"gene_2834" 38 45 21 58 21 43 26 20 9 12 7 18 34 48 29 36 6 31 18 24 16 20 49 24
"gene_2835" 614 829 795 711 1053 861 679 713 639 680 660 543 421 374 411 439 408 438 360 878 371 339 395 292
"gene_2836" 797 879 545 790 839 1100 612 492 464 643 474 612 569 570 420 510 474 497 808 730 801 825 1139 869
"gene_2837" 89 116 149 167 95 98 254 145 141 128 247 207 313 359 271 244 242 327 447 426 320 312 344 423
"gene_2838" 207 174 168 252 182 213 243 349 265 196 248 260 90 73 73 163 102 148 152 292 219 202 207 284
"gene_2839" 86 130 66 91 82 51 100 108 177 244 67 112 203 233 216 351 379 335 61 49 91 88 137 83
"gene_2840" 6564 6613 6530 7597 6213 7732 5500 4685 5474 6766 6531 6017 6422 6952 5255 7966 9724 7457 5390 6224 6280 3947 5648 4319
"gene_2841" 939 672 718 621 701 752 305 86 156 245 190 150 451 942 478 574 478 575 1106 1263 1345 800 1121 1072
"gene_2842" 61 75 43 114 84 120 80 87 60 69 106 72 40 41 30 20 5 51 100 58 42 89 68 89
"gene_2843" 15450 14187 13303 13509 14306 14720 12563 12974 13437 10870 11275 14188 12213 13170 16827 17150 15133 16967 15813 15789 17142 18919 16558 18041
"gene_2844" 227 274 260 355 253 425 321 304 295 401 329 497 220 240 296 318 146 187 252 448 126 269 251 283
"gene_2845" 2510 2026 2602 3015 3020 3040 2124 2078 2397 2020 2412 2292 2477 2458 2205 1987 1892 2340 1467 2083 1829 1848 1680 1811
"gene_2846" 644 551 851 868 661 959 393 681 478 419 342 428 322 355 227 223 258 360 504 538 530 499 548 596
"gene_2847" 3638 3010 3844 3891 3571 3692 4890 5034 3334 4656 5089 3963 3852 3627 4109 4111 4464 3789 3402 3433 3708 3524 3238 3477
"gene_2848" 184 214 300 125 264 225 177 228 182 293 137 111 11 41 23 68 41 30 30 38 58 77 34 51
"gene_2849" 6259 6044 5836 6348 3177 6279 4860 6279 5676 5070 6256 4924 7062 6489 5070 4534 5478 5122 6115 6057 6419 6005 6931 6456
"gene_2850" 60 101 78 83 88 65 78 123 25 74 59 51 67 45 71 88 95 35 102 106 99 153 157 164
"gene_2851" 0 0 0 0 0 0 7 12 2 4 1 2 18 4 5 2 2 4 47 17 39 28 39 55
"gene_2852" 3984 3729 4095 3923 4506 4016 3209 4241 3301 2779 3540 3422 5191 4241 4638 3384 3859 4399 2255 2699 2163 2472 2696 2369
"gene_2853" 298 255 269 298 195 212 364 290 437 447 364 524 287 379 388 271 261 157 755 605 752 595 741 616
"gene_2854" 906 1186 1196 909 1178 1021 722 685 570 721 815 695 971 1151 1144 1243 1152 920 814 614 930 686 989 783
"gene_2855" 14870 11583 10550 7068 12585 11101 9911 8817 10413 11053 13249 11294 10266 13708 12710 13748 12018 11012 12530 13119 9495 11130 9536 11189
"gene_2856" 2301 2899 2981 2860 2807 2634 2045 2615 2271 2378 2281 2432 865 1000 756 868 908 1229 1483 1818 1767 1490 1112 1678
"gene_2857" 1047 1197 1122 1685 1048 1127 734 968 1092 816 902 704 1199 1081 1442 1462 1209 1328 1544 2254 1278 2023 1836 1252
"gene_2858" 150 180 308 382 376 342 193 112 229 181 120 301 208 147 208 197 235 138 319 248 205 205 288 229
"gene_2859" 711 679 606 687 543 795 584 335 401 339 339 253 411 388 544 532 446 367 687 814 631 678 722 888
"gene_2860" 238 121 381 489 124 298 218 165 185 186 168 196 85 115 179 137 121 76 89 95 87 112 86 193
"gene_2861" 453 714 498 435 479 453 676 495 482 578 523 584 585 791 950 566 828 848 480 447 581 316 403 466
"gene_2862" 250 153 211 149 132 352 213 304 109 235 228 158 388 308 261 367 540 317 114 151 175 115 178 217
"gene_2863" 3834 3148 4599 3303 4651 3761 6215 7508 6084 6137 6484 4328 6302 4598 5346 5298 5879 5678 3707 3378 3251 4180 3217 3689
"gene_2864" 3458 3138 4138 4061 4026 3147 4442 3540 3646 3524 3550 3466 2885 1982 1857 1832 2202 2192 2089 2032 1620 1937 2209 1705
"gene_2865" 240 206 439 271 272 232 290 264 139 151 279 182 202 244 220 223 199 165 32 17 24 5 36 34
"gene_2866" 5763 6038 4999 5945 4597 4283 6126 4885 6117 7350 5641 7736 7783 7123 7068 8440 7240 6666 4550 4682 6724 6005 5410 5648
"gene_2867" 39 38 38 56 18 40 49 23 34 28 14 26 29 37 14 9 27 14 21 69 63 94 29 41
"gene_2868" 1106 584 734 983 650 1011 2859 2526 2903 4063 2262 1813 1461 1135 1364 1449 1660 1695 1919 2599 2006 2679 1940 2018
"gene_2869" 474 468 389 455 466 417 603 887 568 814 692 667 622 720 881 575 642 701 373 596 636 437 594 492
"gene_2870" 939 940 940 526 765 881 1101 1038 1124 1272 948 865 545 615 508 393 393 524 1113 1269 1263 1193 1238 1143
"gene_2871" 2299 2613 3061 2696 2833 1583 3760 3791 3340 3675 3576 4269 1931 2207 2188 1933 1750 1763 2826 2470 2848 2969 2606 2679
"gene_2872" 954 1149 885 1166 847 1243 1445 1219 1138 1269 1520 1497 1151 932 995 1335 1006 1171 1491 1221 1316 1468 1213 1233
"gene_2873" 1552 1836 2089 1695 1727 1548 2014 2535 2440 2446 2625 2104 2483 2808 2262 2372 2296 2512 2098 2692 2228 2149 1860 2111
"gene_2874" 3182 2562 2860 2930 3654 2894 3024 2578 2201 2587 2011 2521 2735 3410 2326 3242 3147 2678 2932 2728 3163 2248 3222 2553
"gene_2875" 2613 2435 2357 2529 2230 2411 1206 1668 1452 1275 1928 1942 1700 1690 1939 1977 1591 1893 2346 2614 2487 2975 2096 1992
"gene_2876" 14 27 8 18 10 23 141 91 80 51 57 77 30 61 67 33 14 24 154 135 151 168 186 78
"gene_2877" 445 507 326 416 295 445 546 520 732 436 463 839 368 881 296 419 448 362 580 713 468 758 425 545
"gene_2878" 2093 1731 2337 2599 2375 1560 1352 893 860 1202 1299 1283 1889 1400 1267 1405 1583 1365 1505 1638 1186 1392 1134 994
"gene_2879" 1093 1144 1464 1294 1369 1689 1532 1245 1039 1511 1224 1545 909 852 861 665 517 988 1372 1297 1692 1252 1898 1551
"gene_2880" 9788 11133 12761 10613 11764 10713 12885 12950 14370 10699 13357 12880 7148 10604 14782 15399 10276 10818 8479 11691 10367 12878 8016 14600
"gene_2881" 13934 12496 11850 9821 10020 13568 14429 13139 11620 12901 15924 15467 14836 15613 13865 12551 13692 16917 12901 17833 14314 18698 14818 15066
"gene_2882" 3641 3426 4154 3664 3106 2873 3515 3720 4235 3943 3742 4071 3162 4593 4345 3579 5055 4164 3911 3837 4035 3919 3977 2632
"gene_2883" 44 51 43 60 102 101 54 99 62 90 84 92 19 30 10 20 14 20 32 79 36 36 11 48
"gene_2884" 53 24 49 57 25 56 13 19 10 17 25 12 58 67 151 47 65 77 53 57 68 73 65 89
"gene_2885" 2126 2872 2391 2650 2952 2779 1704 2041 2538 1580 2283 2150 2563 2233 2510 2248 2834 2751 2463 2081 2277 2009 2379 2477
"gene_2886" 312 242 286 295 247 336 174 137 164 213 139 169 387 307 249 314 390 226 191 160 149 278 145 264
"gene_2887" 81 148 58 80 40 68 20 73 39 42 76 43 12 3 5 32 1 6 27 25 27 47 86 32
"gene_2888" 2162 1597 2087 2077 1814 1747 2265 2275 2796 1890 2868 2312 2562 2206 2885 2627 2643 3275 2735 2981 2783 2397 2650 2745
"gene_2889" 589 575 470 558 650 527 297 353 325 501 306 264 417 652 311 406 700 674 196 121 181 205 177 133
"gene_2890" 1399 1212 1158 1231 1041 1120 1144 1212 1610 1349 1682 1860 1234 1449 1877 1338 1242 1242 1662 1541 1757 1699 1199 1998
"gene_2891" 925 901 990 781 901 851 754 1389 1179 1334 1287 924 1275 1376 1606 1417 1344 1176 925 1202 1035 1419 973 1024
"gene_2892" 7348 3656 5548 5746 4240 5556 3071 1898 2241 2890 2316 2884 3788 2806 3625 3724 3510 3607 2224 1900 1820 2002 2455 3443
"gene_2893" 846 1207 1238 781 1248 794 791 811 792 816 736 1052 925 885 1007 512 737 755 886 1057 958 740 1199 897
"gene_2894" 251 245 261 283 278 389 121 169 180 379 264 208 364 391 375 376 417 356 407 773 500 703 509 433
"gene_2895" 2456 2595 2371 2172 1839 2254 2133 1885 2177 1495 1734 2074 2209 2092 1996 2512 2255 2304 1854 1481 1256 1222 1628 1402
