"V1" "V2" "V11" "V12" "V21" "V22" "V31" "V32"
"2314" 2451 1709 3456 3113 2717 2405 4723 7113
"2315" 14649 13207 12681 14447 12381 12240 13175 13921
"2316" 80 93 53 78 108 104 17 38
"2317" 400 469 168 199 272 279 403 526
"2318" 1329 958 2074 1754 1847 1471 1634 1206
"2319" 963 1195 1463 1330 1292 1250 1699 1303
"2320" 0 0 4 1 1 5 20 2
"2321" 588 463 802 645 621 588 1204 632
"2322" 643 625 397 336 441 529 695 655
"2323" 1329 983 1048 499 1271 1830 1515 1393
"2324" 2768 2494 1989 2390 2117 2901 2068 1969
"2325" 0 2 3 2 1 1 13 2
"2326" 6207 6348 7500 6946 4769 4854 6859 6612
"2327" 907 644 433 448 1020 914 500 572
"2328" 5475 4797 7462 5189 6894 6237 5632 3878
"2329" 1113 1799 871 631 1071 1068 1130 1108
"2330" 1139 1246 704 688 1082 1515 1183 1485
"2331" 4526 4021 4727 4317 4631 4210 4880 4490
"2332" 0 8 13 14 15 48 36 46
"2333" 624 811 522 520 426 430 790 919
"2334" 1038 894 657 865 482 385 769 877
"2335" 82 107 12 10 13 31 15 20
"2336" 18 24 22 23 44 20 216 100
"2337" 4568 4180 6241 6841 4725 5242 3592 4991
"2338" 94 112 433 355 256 187 298 292
"2339" 1326 1267 816 999 482 480 833 1017
"2340" 931 392 307 387 195 337 790 1143
"2341" 5021 3477 3291 5586 4805 4314 5508 3427
"2342" 1359 1617 1607 1114 462 537 898 1249
"2343" 1148 1376 2399 1664 1321 1178 784 607
"2344" 112 145 39 32 14 16 2 24
"2345" 0 0 0 0 4 8 0 0
"2346" 685 749 543 329 500 321 209 220
"2347" 23 24 27 21 17 22 4 3
"2348" 2280 1351 2074 2029 2246 3040 2840 1810
"2349" 272 290 383 275 176 172 157 239
"2350" 14 8 2 4 0 0 0 0
"2351" 2270 2414 2073 2502 2179 2386 2595 2966
"2352" 467 265 278 393 579 607 182 200
"2353" 0 0 18 11 0 0 30 18
"2354" 485 223 411 335 306 410 155 178
"2355" 195 226 124 91 69 286 178 169
"2356" 5272 4461 4120 3317 5031 3957 5757 5451
"2357" 11 2 32 9 31 21 2 3
"2358" 2198 1849 1104 1212 1593 1678 3757 4636
"2359" 999 823 1317 1213 1201 1179 1010 1010
"2360" 1165 896 1498 1251 1147 949 1573 1442
"2361" 396 403 494 470 283 351 860 803
"2362" 3409 3790 2435 2461 2974 3319 2162 3000
"2363" 2164 2546 2270 2560 1942 2695 2375 2221
"2364" 398 317 968 775 1077 929 294 362
"2365" 516 577 283 242 301 437 252 296
"2366" 19 33 19 14 0 0 42 29
"2367" 124 169 77 185 135 123 211 193
"2368" 179 223 150 132 387 418 264 200
"2369" 925 1166 1504 1231 1705 1719 1624 1414
"2370" 4246 3087 3153 3908 2858 4301 3269 2167
"2371" 5 0 45 31 6 1 0 0
"2372" 67 95 205 136 125 179 124 115
"2373" 6040 5283 5466 4634 5548 5001 4924 5339
"2374" 394 248 93 268 64 124 96 121
"2375" 37 40 47 32 5 5 1 1
"2376" 10257 11854 8438 11432 12750 13957 8977 8236
"2377" 6815 8172 6668 7652 9248 8381 9630 10474
"2378" 1422 1669 2591 3015 2114 3395 4554 3432
"2379" 648 772 901 1103 741 1069 663 454
"2380" 416 178 495 359 470 352 305 351
"2381" 591 545 549 555 586 444 349 245
"2382" 2097 1793 2545 1507 1968 1713 2468 2483
"2383" 22 3 0 0 14 2 2 14
"2384" 168 138 443 342 123 44 312 182
"2385" 12 12 51 65 9 5 4 3
"2386" 316 299 1065 980 1229 1569 899 812
"2387" 4838 4908 6268 5939 4379 4758 6789 6321
"2388" 105 62 83 71 101 76 22 141
"2389" 652 859 469 768 969 1458 989 700
"2390" 136 149 72 106 100 61 57 94
"2391" 456 431 650 534 386 587 370 305
"2392" 890 864 1123 883 389 793 651 513
"2393" 722 971 983 616 470 532 965 890
"2394" 1897 2381 1773 1652 1856 2904 1519 1622
"2395" 463 360 260 241 340 479 467 162
"2396" 1686 1992 3144 2938 2522 2340 2335 2861
"2397" 356 151 187 131 106 79 91 110
"2398" 35 60 57 42 17 21 117 152
"2399" 3470 4481 3730 4034 3476 3507 2904 3237
"2400" 57 37 36 38 178 151 17 23
"2401" 520 334 134 152 132 143 69 100
"2402" 254 226 178 138 237 178 68 101
"2403" 947 723 1552 1396 887 831 1374 1305
"2404" 1010 887 570 395 796 473 686 732
"2405" 4330 6619 6129 7266 7111 6923 5679 5494
"2406" 89 100 42 30 19 81 63 109
"2407" 2174 1749 3756 3485 2411 1931 3504 3370
"2408" 1427 1211 1341 894 1353 988 1136 1229
"2409" 23 70 77 77 29 36 17 41
"2410" 504 721 140 404 613 480 468 321
"2411" 1460 1654 2074 1999 2449 2439 1867 2316
"2412" 345 233 493 757 335 432 544 454
"2413" 298 277 130 127 327 312 427 245
"2414" 3059 3260 3131 3632 3808 3314 2857 2391
"2415" 226 309 235 201 147 93 106 179
"2416" 11203 10048 8084 7568 5995 7521 7312 7599
"2417" 1792 1881 1673 2589 1943 1792 1681 1646
"2418" 4634 3158 4774 4338 5291 4516 5419 4425
"2419" 131 156 46 85 147 152 78 96
"2420" 283 220 375 368 144 133 423 197
"2421" 342 514 227 425 387 373 320 315
"2422" 2221 3017 1859 2222 2435 4195 3515 3626
"2423" 72 29 7 16 21 47 72 50
"2424" 1083 1356 1595 1465 1605 2377 1847 1472
"2425" 6369 6802 6167 6995 5317 4910 6855 7501
"2426" 2551 2180 1873 1808 2273 2155 1828 2057
"2427" 2630 2362 1101 1280 1760 1848 2229 1916
"2428" 2 12 4 0 0 0 4 5
"2429" 3890 4495 5082 4499 2900 3233 3476 5610
"2430" 1622 1971 4044 3918 2605 2419 2167 2736
"2431" 0 0 0 0 12 7 4 10
"2432" 33 71 89 29 97 105 25 16
"2433" 4582 4726 3710 3042 2748 2648 3011 2840
"2434" 4036 4227 3997 3110 2033 2126 3364 3695
"2435" 139 198 66 48 115 138 200 186
"2436" 2121 1903 1812 1718 1005 966 1984 1235
"2437" 2788 3597 3711 3146 3612 2891 2532 2921
"2438" 9517 9425 9446 14116 9260 8453 10999 9757
"2439" 2241 2229 2580 2935 2367 2004 4134 4127
"2440" 215 332 679 657 402 423 746 933
"2441" 169 76 10 6 0 0 3 11
"2442" 1342 1088 1262 1458 1835 1429 911 907
"2443" 11525 11571 7745 9315 15862 14730 12140 10732
"2444" 129 164 71 55 50 34 56 42
"2445" 897 1258 598 1170 1303 1200 565 772
"2446" 1334 1674 2296 2885 1765 2315 3150 2257
"2447" 1913 1918 758 899 1569 1770 2138 2012
"2448" 0 0 6 6 4 4 0 0
"2449" 911 1091 1492 1481 1720 2965 1231 1125
"2450" 1917 1983 2239 2379 1374 1250 1342 1800
"2451" 8105 7899 9442 9135 10848 10657 10326 9394
"2452" 754 739 545 597 708 442 390 375
"2453" 1177 1264 1402 1614 1448 1418 1900 1511
"2454" 0 0 2 0 1 0 0 0
"2455" 1522 1592 1475 1282 2600 2774 1261 1408
"2456" 341 638 806 429 451 451 519 495
"2457" 79 97 117 110 194 248 112 89
"2458" 982 993 468 630 1417 1407 950 786
"2459" 2805 3381 4214 3409 3740 2923 3514 3644
"2460" 808 754 434 812 810 626 479 308
"2461" 125 118 380 155 494 435 158 283
"2462" 1758 1933 994 1809 1044 1138 1397 1059
"2463" 2836 2745 2725 1918 2503 2196 1086 1161
"2464" 4 12 9 0 20 8 7 12
"2465" 2171 2299 3193 3433 2983 3082 3635 3195
"2466" 36 36 124 120 164 125 16 5
"2467" 73 94 23 8 85 53 21 54
"2468" 696 934 370 540 554 989 1098 862
"2469" 2055 2047 2051 2273 2477 2150 2094 1907
"2470" 4 1 0 0 18 3 9 6
"2471" 865 248 200 364 335 528 542 805
"2472" 2815 3474 5429 5338 6364 3774 3321 2594
"2473" 101 65 165 97 253 117 374 228
"2474" 1707 1399 1190 1515 2109 1902 749 1010
"2475" 208 189 282 297 169 203 154 254
"2476" 0 0 4 13 0 0 38 39
"2477" 2457 2052 1552 3305 1982 2722 1826 1892
"2478" 1251 1106 1292 1437 1146 790 1318 1181
"2479" 99 102 238 83 121 144 83 54
"2480" 369 664 577 453 896 634 631 534
"2481" 2606 2377 1948 2064 2712 2579 2640 2510
"2482" 1116 1258 1334 1203 1229 1435 1264 2123
"2483" 10 14 67 63 12 7 16 48
"2484" 4467 5511 3896 4093 4799 4470 4997 4725
"2485" 11 21 59 66 45 48 44 17
"2486" 1265 1565 2085 1352 1439 1340 1031 1128
"2487" 3493 3725 3946 3505 5063 5340 4524 3606
"2488" 6613 3692 6207 5184 4623 6030 6864 5628
"2489" 1704 1663 748 1262 985 906 879 671
"2490" 0 3 0 0 0 0 22 9
"2491" 1295 1675 1775 2274 827 1102 1163 1634
"2492" 12001 10086 10294 7691 5965 8072 10413 8036
"2493" 69 76 134 143 93 46 108 100
"2494" 953 655 955 1307 888 696 773 735
"2495" 2986 2357 1498 1868 2374 1965 1952 2439
"2496" 2748 2983 3264 2934 2669 2944 2692 3471
"2497" 4 5 11 14 1 1 0 0
"2498" 939 933 1026 1293 724 1187 1075 829
"2499" 1306 1557 1831 1850 2604 1655 2899 3593
"2500" 1546 1487 2227 2252 1256 1211 1693 1951
"2501" 4448 4619 3269 3496 3477 3019 3021 3366
"2502" 531 556 441 667 761 975 316 281
"2503" 3476 3167 1315 1717 3418 3501 1845 2347
"2504" 409 453 970 1052 774 861 667 817
"2505" 122 61 20 9 130 63 48 59
"2506" 834 996 1071 920 803 893 1178 1046
"2507" 72 33 82 50 68 67 75 80
"2508" 261 63 18 44 80 83 66 87
"2509" 1861 1918 2190 2080 1493 1900 1734 1882
"2510" 1242 999 543 758 695 1100 839 1114
"2511" 11340 10965 9702 10500 6942 8081 7267 7579
"2512" 863 1466 1152 983 1578 968 1371 1057
"2513" 744 705 457 596 389 368 555 505
"2514" 241 104 181 193 130 201 51 48
"2515" 207 32 221 246 92 69 121 215
"2516" 389 332 422 283 413 479 245 414
"2517" 8 9 5 3 5 3 0 0
"2518" 0 1 0 0 0 0 6 0
"2519" 11 18 0 0 9 7 0 0
"2520" 7348 4462 4941 6219 6097 8314 9644 9382
"2521" 123 109 221 332 80 92 157 122
"2522" 126 79 232 535 113 104 267 287
"2523" 2544 2496 2710 2242 2042 2288 2145 4258
"2524" 2448 3080 4538 5349 5612 5253 3614 4390
"2525" 95 79 24 39 107 71 66 49
"2526" 943 877 806 474 773 841 660 731
"2527" 70 19 75 78 87 116 64 19
"2528" 317 241 124 65 395 402 105 109
"2529" 3447 3029 2693 2576 3628 3671 1918 2170
"2530" 21060 19118 23510 24929 21266 24486 24573 18677
"2531" 271 495 462 379 617 541 542 628
"2532" 1732 1700 1411 1669 1073 907 2408 2062
"2533" 729 728 337 320 921 831 580 923
"2534" 3494 4594 4826 5018 5766 5193 3733 4122
"2535" 1165 869 875 826 793 800 913 865
"2536" 7849 6667 6293 6827 8145 7197 7272 7037
"2537" 3725 3362 2668 2049 3054 2929 4046 4484
"2538" 315 316 242 439 109 187 270 247
"2539" 0 0 0 0 2 8 0 1
"2540" 48 72 163 201 103 93 306 328
"2541" 3434 2770 3612 2768 3548 3371 2928 2964
"2542" 18510 22604 25643 28820 30151 34462 31059 36517
"2543" 3238 3099 2123 2134 2768 2775 2002 2490
"2544" 619 581 413 348 517 467 226 239
"2545" 38 37 33 56 78 35 58 132
"2546" 3812 3806 4774 6284 3789 4332 4432 4819
"2547" 137 146 54 63 219 167 42 26
"2548" 3493 2142 2628 2983 2318 2158 1879 1951
"2549" 2110 2481 1705 1773 1730 1942 2912 3285
"2550" 4630 4197 4076 4028 2685 2719 2972 3482
"2551" 448 790 703 613 830 816 1208 567
"2552" 147 91 107 66 174 120 261 319
"2553" 2 15 0 0 2 3 0 0
"2554" 6780 6364 8695 8926 11856 11426 6428 7061
"2555" 181 213 96 56 146 71 232 275
"2556" 726 566 469 693 459 382 739 834
"2557" 7791 8384 11989 9185 10069 10816 7548 8326
"2558" 244 169 771 787 1159 909 198 206
"2559" 44 25 114 157 60 52 245 293
"2560" 2482 2098 3741 3679 2469 2081 2539 2313
"2561" 133 115 29 56 28 11 47 33
"2562" 42 25 72 68 33 12 84 48
"2563" 1078 1369 1247 850 1255 940 702 928
"2564" 721 600 745 955 945 1557 1320 1001
"2565" 227 309 378 397 242 172 414 362
"2566" 379 510 278 442 1396 766 621 511
"2567" 0 0 2 0 4 1 4 6
"2568" 13 3 24 42 66 19 11 16
"2569" 2618 2716 3415 2985 2462 1799 3682 3720
"2570" 2001 3613 1886 2140 1757 2443 2884 2760
"2571" 45 32 45 25 122 86 7 12
"2572" 154 220 137 110 34 26 237 151
"2573" 1293 722 420 622 556 1022 492 785
"2574" 3135 3617 3101 3018 2684 2844 2748 2281
"2575" 584 844 267 490 354 517 498 366
"2576" 7568 8097 6933 6877 7653 8279 6498 5170
"2577" 18 18 0 0 4 9 0 0
"2578" 131 163 185 122 38 93 146 104
"2579" 2538 2160 3266 2964 2741 2533 2248 2407
"2580" 6099 5701 4640 3991 4465 3739 4255 4993
"2581" 332 259 495 454 198 272 407 236
"2582" 8 2 4 0 2 14 0 0
"2583" 35 11 8 8 5 4 0 0
"2584" 130 238 33 51 119 102 102 96
"2585" 321 184 394 336 446 379 359 367
"2586" 5449 6539 4524 6904 6302 7066 9454 8691
"2587" 4154 3967 3414 3820 2296 2827 2760 2636
"2588" 3064 2843 2835 2435 1770 2208 3437 3047
"2589" 7844 4295 5663 6513 8567 6892 8719 8085
"2590" 107 247 733 338 128 119 135 88
"2591" 43 37 36 23 65 86 26 43
"2592" 668 1017 1023 1158 817 804 996 1161
"2593" 107 94 110 42 147 268 83 58
"2594" 1824 1553 1511 1209 1571 1658 1914 2037
"2595" 1912 1691 1040 1067 1280 1369 1355 969
"2596" 393 580 314 300 350 428 255 131
"2597" 274 464 403 390 374 330 142 357
"2598" 530 785 1273 1362 1123 1597 927 856
"2599" 3123 2694 3131 2350 5495 3701 3621 4922
"2600" 14881 9988 8960 8776 6603 6610 11192 8861
"2601" 2518 1802 3343 2958 5315 5054 8673 9311
"2602" 37 48 71 46 19 50 28 42
"2603" 60 59 64 130 17 29 68 47
"2604" 223 288 168 212 131 130 51 140
"2605" 5148 3597 3928 5255 7417 6398 4385 4263
"2606" 7559 7105 6096 6369 6142 7906 8093 6063
"2607" 532 538 505 801 640 839 1171 1029
"2608" 97 76 160 196 196 113 207 178
"2609" 138 132 189 329 88 151 94 117
"2610" 0 0 9 3 8 15 8 2
"2611" 6734 3844 3044 3102 3152 3638 2768 2603
"2612" 261 424 621 588 156 170 460 559
"2613" 946 1213 1249 1629 1259 1050 813 488
"2614" 444 503 588 664 637 591 375 598
"2615" 5968 6497 4814 5347 3983 3349 4527 3851
"2616" 2632 2608 2758 2429 2242 2496 3026 2761
"2617" 849 867 1144 1282 1240 751 1626 1661
"2618" 0 0 0 0 0 0 4 9
"2619" 24 6 40 33 79 85 31 49
"2620" 974 433 646 476 583 521 596 745
"2621" 2536 1970 2049 2069 2841 2285 2522 2343
"2622" 1973 1360 1698 1522 3315 2025 1184 1264
"2623" 182 109 140 67 46 101 41 48
"2624" 290 326 107 229 152 115 378 238
"2625" 661 791 327 211 1206 1006 918 708
"2626" 8830 9871 16526 13813 12364 10192 9613 8772
"2627" 1555 1692 1832 2016 1815 1441 1375 1395
"2628" 1251 1597 1098 1156 1246 1326 1380 1509
"2629" 2609 1892 2135 1171 1335 1848 2479 2174
"2630" 6095 5766 4528 4440 6742 5655 4699 4050
"2631" 202 196 360 268 333 274 185 123
"2632" 2444 1873 3361 3315 3423 3245 3433 5132
"2633" 1797 1433 1821 1576 1043 1017 1153 1464
"2634" 1005 843 1084 839 1645 1490 1287 1242
"2635" 888 1448 841 724 897 1106 2638 1689
"2636" 74 92 94 100 12 25 108 79
"2637" 5 3 0 0 0 0 0 0
"2638" 60 87 256 230 178 164 77 20
"2639" 2114 2592 1745 2515 3339 3124 1422 1958
"2640" 1582 1535 1096 1085 1003 647 681 778
"2641" 380 247 359 366 138 178 278 303
"2642" 356 275 156 278 227 331 246 341
"2643" 352 184 160 324 287 448 226 265
"2644" 2584 2612 3981 2996 3238 3309 1716 1953
"2645" 47 24 0 0 0 0 7 11
"2646" 11444 14443 15771 14652 11623 13166 12136 13557
"2647" 307 447 704 781 655 500 717 516
"2648" 3057 3302 3073 3289 3042 3926 2809 3414
"2649" 64 26 17 7 14 38 27 27
"2650" 1220 1440 1621 1585 1358 1683 1517 1408
"2651" 127 184 272 182 278 312 248 237
"2652" 0 0 1 1 72 52 10 9
"2653" 1255 1319 737 726 1194 910 1202 1444
"2654" 22 6 3 0 2 2 0 0
"2655" 306 290 450 447 479 679 887 574
"2656" 1805 1307 1252 1204 1251 1139 1561 1699
"2657" 542 720 405 325 579 506 584 478
"2658" 1414 1168 545 911 776 940 758 744
"2659" 590 362 1504 1645 724 1168 1516 1320
"2660" 2996 3315 3274 4113 3883 5002 3250 2840
"2661" 1126 1221 980 1020 1512 1371 1514 1242
"2662" 8813 10182 9177 10126 12295 11630 8474 8641
"2663" 2781 3282 3358 2250 2997 3448 2180 2084
"2664" 1993 2651 1822 3791 2155 1740 2174 1727
"2665" 2807 2952 3055 3176 2847 3887 4123 4031
"2666" 66 71 23 34 2 8 85 37
"2667" 1906 1740 2256 2076 2107 2452 2559 2172
"2668" 1171 1352 1096 1184 1334 1604 1339 1181
"2669" 1710 1415 953 1450 1542 1507 1285 1148
"2670" 117 99 93 123 89 59 44 38
"2671" 2384 2396 2652 2475 2143 1831 2502 2187
"2672" 959 1318 525 510 596 617 591 788
"2673" 1271 851 770 765 1476 1202 1013 997
"2674" 863 1256 1049 1088 1108 1484 1159 1074
"2675" 421 524 422 791 527 343 449 510
"2676" 40 20 69 15 76 71 46 28
"2677" 3709 3524 4595 4347 2896 2843 2913 3033
"2678" 127 108 235 271 236 226 270 389
"2679" 4387 4229 9723 3908 4644 5955 6499 5594
"2680" 35 25 173 258 135 158 174 239
"2681" 3126 3234 1945 1783 1394 1138 1847 2616
"2682" 841 675 426 482 434 507 1231 1082
"2683" 81 123 159 154 58 47 131 68
"2684" 243 255 538 381 445 403 270 319
"2685" 5279 4501 3322 6074 3252 2643 4170 4968
"2686" 7627 6997 5933 5183 6962 8924 6042 5395
"2687" 265 189 486 328 660 571 224 143
"2688" 131 78 187 156 115 144 189 133
"2689" 1556 1542 1931 1759 1612 1434 1383 1516
"2690" 2219 2032 2064 1586 2448 1831 2938 2535
"2691" 45 31 49 81 56 28 11 9
"2692" 9321 9730 15615 9351 13164 12068 11750 14087
"2693" 886 789 847 637 1301 971 944 1350
"2694" 21 9 0 0 15 19 0 0
"2695" 100 61 78 17 70 58 34 26
"2696" 270 267 144 228 104 93 196 199
"2697" 6396 7775 7498 7493 4906 4093 7494 7873
"2698" 66 110 262 255 148 293 44 93
"2699" 5068 6833 4326 7209 5230 6760 6944 6233
"2700" 1285 979 849 986 1710 1937 1367 1697
"2701" 6 10 16 14 77 162 14 29
"2702" 4170 4506 2458 2444 2854 2683 2391 2398
"2703" 3526 3815 6963 4971 4245 4446 3783 4323
"2704" 21 28 9 14 0 0 41 42
"2705" 1877 1754 1692 1441 1708 1477 2312 2067
"2706" 2815 3525 4450 2744 2878 3159 5370 4146
"2707" 1582 1697 1076 1192 1231 1162 1156 1238
"2708" 772 609 371 436 539 341 820 610
"2709" 0 0 0 0 8 5 35 33
"2710" 2689 2643 2275 1738 2491 2540 1745 1514
"2711" 226 329 433 562 281 344 450 462
"2712" 348 220 69 95 93 241 131 103
"2713" 1409 1320 2310 1553 956 1385 915 927
"2714" 63 96 73 20 14 8 8 28
"2715" 1239 890 1340 957 712 819 1168 865
"2716" 8271 8911 8234 7361 5854 5630 7658 7826
"2717" 1462 871 1749 1653 1660 1297 2754 2212
"2718" 115 296 660 535 196 218 369 347
"2719" 370 331 167 314 174 160 306 366
"2720" 2818 3509 3800 4263 3870 3565 4289 4207
"2721" 1328 1889 2008 1561 1826 1980 1899 1874
"2722" 2625 3387 2705 2831 2084 1950 1697 1773
"2723" 942 1084 711 846 1081 1332 1514 1435
"2724" 1383 1669 2625 2970 1493 2082 2005 1847
"2725" 1172 1145 740 386 1374 1465 454 387
"2726" 90 95 6 18 13 42 15 11
"2727" 2 18 12 26 0 0 10 0
"2728" 70 126 186 198 45 42 80 75
"2729" 125 42 7 16 24 8 28 64
"2730" 2631 2612 3392 3622 1715 2178 3006 3426
"2731" 153 432 198 101 278 246 178 162
"2732" 337 399 143 187 338 322 458 206
"2733" 638 641 369 487 562 490 157 183
"2734" 3704 3327 3569 3544 3700 2189 2795 3231
"2735" 2270 1740 1609 1649 1448 1501 1680 1789
"2736" 12 32 43 55 0 0 10 6
"2737" 1854 2552 1998 1717 1684 2272 1287 1359
"2738" 1158 1071 918 1057 1558 922 1253 949
"2739" 459 575 599 505 686 638 400 439
"2740" 159 141 126 203 260 396 80 92
"2741" 4 41 22 9 56 41 109 102
"2742" 535 545 575 425 529 417 650 1093
"2743" 0 0 2 7 14 2 0 1
"2744" 503 397 234 363 484 468 667 913
"2745" 790 877 1066 1437 639 561 1166 1097
"2746" 401 739 326 396 959 643 505 505
"2747" 138 165 203 262 277 179 30 23
"2748" 3137 4067 4486 3042 3056 3038 2823 3002
"2749" 96 53 247 213 105 116 75 91
"2750" 1193 1877 1500 1474 3421 3051 3162 2262
"2751" 3036 3105 2921 3428 5248 3542 3445 3641
"2752" 6881 8740 9608 6101 4671 3741 7547 6627
"2753" 2056 1307 1834 1880 2185 1998 1786 1940
"2754" 14 40 95 89 20 35 13 33
"2755" 2 6 14 6 0 0 20 66
"2756" 1870 1725 2138 1997 1935 1397 1148 2041
"2757" 1217 1359 830 1012 547 388 649 548
"2758" 1019 928 1470 1770 1812 2199 1078 1390
"2759" 6863 7835 6418 6802 3812 3615 5678 4950
"2760" 761 606 774 1152 866 643 877 1064
"2761" 31 13 38 45 22 17 6 14
"2762" 4691 3305 4507 4391 4289 3533 2641 3549
"2763" 4102 4628 4082 5509 5301 5098 4071 3681
"2764" 20 4 43 19 14 10 18 15
"2765" 1337 1547 238 377 443 480 578 588
"2766" 627 543 610 461 268 390 620 542
"2767" 2970 2866 3535 4614 2334 2129 2680 2298
"2768" 13 8 13 6 36 32 3 6
"2769" 2 11 8 18 0 0 9 14
"2770" 500 707 167 123 123 153 255 354
"2771" 3611 2625 3598 2754 3658 3865 2837 2384
"2772" 413 464 148 162 380 286 470 286
"2773" 494 508 654 799 422 614 579 966
"2774" 31732 22372 18217 23249 23200 17783 22810 30171
"2775" 158 144 97 92 164 236 154 123
"2776" 1471 2193 2016 1597 1136 1431 1244 1337
"2777" 6772 4449 5561 6972 3957 5244 6767 6712
"2778" 2112 1487 1833 2251 3971 2306 2952 2589
"2779" 194 127 99 108 86 86 164 186
"2780" 3306 2518 2761 2041 2062 2408 2707 2958
"2781" 6306 10630 12457 12747 13242 13530 9446 8854
"2782" 2015 1451 3068 2588 2378 2366 1330 1786
"2783" 10751 8777 5154 4289 6491 5487 4918 5116
"2784" 9965 10535 11923 9410 10631 10163 13188 9735
"2785" 0 0 0 0 18 17 13 0
"2786" 1805 2097 2418 2214 1196 1575 1850 1508
"2787" 128 112 64 81 252 250 32 35
"2788" 2835 2381 3150 3196 2077 2206 4175 4568
"2789" 2020 2535 1964 2211 1898 1913 1278 2430
"2790" 2998 1772 3248 3308 4667 4471 3029 3090
"2791" 3403 3504 3078 3891 3807 3323 2590 2411
"2792" 976 1057 645 1196 836 703 1095 1275
"2793" 469 489 598 717 499 504 1020 592
"2794" 69 36 123 58 136 180 31 35
"2795" 4430 2413 2367 1963 1969 2023 3002 2921
"2796" 137 171 107 110 38 84 48 51
"2797" 1654 1399 2095 2366 2443 2058 1869 1756
"2798" 70 40 70 139 81 26 157 298
"2799" 185 162 133 155 107 89 149 101
"2800" 489 433 686 698 452 383 296 327
"2801" 1814 2744 1629 1503 2051 1863 2507 2584
"2802" 813 660 350 322 324 284 235 649
"2803" 328 179 102 62 78 56 209 86
"2804" 350 425 105 212 228 155 129 221
"2805" 1458 1294 1857 1560 1063 1204 1805 2462
"2806" 76 48 17 14 131 139 28 43
"2807" 63 98 149 159 36 48 130 97
"2808" 305 149 194 153 126 327 117 200
"2809" 1426 1432 1008 999 1774 1549 1777 1459
"2810" 2657 2620 1813 2424 3032 2185 2025 1965
"2811" 1675 1668 803 470 606 667 936 1051
"2812" 1104 1000 1127 1099 1193 1251 1340 1164
"2813" 1824 2578 2923 3238 2857 2186 2184 1710
"2814" 257 210 513 324 643 750 543 341
"2815" 1080 819 2189 2191 1103 889 1293 1148
"2816" 0 4 4 14 9 21 3 8
"2817" 59 77 111 83 3 8 31 40
"2818" 531 445 67 91 226 143 176 229
"2819" 931 838 854 656 589 462 995 506
"2820" 494 376 304 278 351 341 363 299
"2821" 3814 3529 2913 2683 3192 3396 4509 4535
"2822" 541 348 359 326 187 235 229 182
"2823" 1602 1609 921 1417 1216 1201 1286 1551
"2824" 272 501 149 261 121 177 416 307
"2825" 3521 2689 3225 3482 4072 3727 3544 4008
"2826" 2443 3176 2479 3730 1883 1850 3327 3119
"2827" 1468 2882 1030 922 2036 1591 1663 1587
"2828" 370 565 275 291 397 275 357 359
"2829" 7563 7544 6383 6275 4710 5167 7198 6282
"2830" 1071 1255 483 820 732 955 1304 1569
"2831" 44 31 44 26 186 179 75 105
"2832" 185 249 341 393 527 550 244 84
"2833" 1499 1452 1134 1065 1642 1657 639 839
"2834" 579 452 214 267 245 578 371 526
"2835" 3805 4962 2438 2314 2831 3838 4260 3608
"2836" 203 130 159 90 148 204 131 105
"2837" 1217 1382 2108 1831 2886 3035 1658 1200
"2838" 2714 2794 1113 2113 3069 2397 3126 3885
"2839" 160 131 29 73 54 12 17 19
"2840" 123 120 43 20 49 56 68 119
"2841" 554 369 365 346 754 628 478 419
"2842" 2458 2343 1568 1869 2433 1880 2184 2419
"2843" 2203 2664 2986 2873 3268 3138 2405 2641
"2844" 34 39 30 51 117 94 61 64
"2845" 13867 14862 9327 14994 18556 17255 15915 16639
"2846" 1528 1381 1709 1596 1777 1578 2309 2133
"2847" 7661 6523 9459 8885 7139 6954 6802 5908
"2848" 1861 1698 1635 1634 2018 2027 1721 1535
"2849" 0 0 22 6 0 0 0 8
"2850" 21 16 2 13 2 4 0 0
"2851" 170 271 394 495 209 239 435 208
"2852" 786 849 753 699 948 938 532 506
"2853" 359 384 655 644 564 765 430 377
"2854" 1290 1156 1472 1702 1118 954 1252 877
"2855" 269 172 449 235 287 311 447 381
"2856" 2228 2466 3048 2429 3257 3508 3779 3045
