"TP1_1" "TP1_2" "TP1_3" "TP1_4" "TP1_5" "TP2_1" "TP2_2" "TP2_3" "TP2_4" "TP2_5" "TP3_1" "TP3_2" "TP3_3" "TP3_4" "TP3_5" "TP4_1" "TP4_2" "TP4_3" "TP4_4" "TP4_5"
"gene_2692" 10133 9041 9611 10944 9066 8444 13440 11503 9913 10070 12868 11683 8871 13398 12150 14605 13227 9222 14802 13737
"gene_2693" 970 1062 909 746 963 748 595 755 890 571 1196 1464 1171 1219 1587 991 946 955 796 1160
"gene_2694" 15 21 31 13 13 0 0 0 0 0 20 30 27 38 4 0 0 0 0 0
"gene_2695" 97 25 54 88 48 37 60 50 64 34 50 43 96 74 76 47 46 67 55 43
"gene_2696" 327 202 323 198 455 167 218 182 185 194 120 66 65 108 80 229 104 143 137 89
"gene_2697" 5716 5375 7512 6189 5991 8302 6309 6006 6128 5485 6994 5882 7181 6643 5780 6197 6338 8912 7459 7055
"gene_2698" 61 47 45 34 26 456 323 331 184 285 245 184 125 248 251 47 57 42 66 84
"gene_2699" 5288 6518 5999 6099 6534 6536 5064 8598 5118 8183 6435 5853 7209 8300 6000 8471 5502 4967 5773 8135
"gene_2700" 900 930 978 1005 1183 788 1115 888 640 678 1443 1776 1556 1642 1844 1553 1552 1903 1163 1650
"gene_2701" 32 6 13 10 5 21 10 15 9 24 62 160 78 167 238 12 26 16 23 27
"gene_2702" 3642 3347 3401 3734 3391 2565 2361 2404 2369 2353 2853 2849 2755 2652 2706 1783 2072 1977 2165 1906
"gene_2703" 4801 3841 4221 5079 4935 5165 6376 6732 4916 6306 4471 4317 4140 4549 3879 3141 2942 3987 3548 3573
"gene_2704" 18 25 15 20 8 21 26 8 7 7 0 0 0 0 0 35 34 48 20 38
"gene_2705" 1553 1459 1985 1857 1842 1237 1672 1676 1680 1329 1819 1559 1882 1546 1354 2072 2121 2573 2151 1735
"gene_2706" 4422 2932 5348 4599 4740 4473 4068 4158 4161 3167 2615 3064 4277 3051 3504 4230 3712 4482 3952 4110
"gene_2707" 1500 2029 1824 1994 1572 1422 952 1470 1238 1264 1504 1172 1377 1145 1208 1325 1251 1214 807 1224
"gene_2708" 583 719 542 861 549 381 357 400 365 288 497 517 465 430 406 680 457 344 574 569
"gene_2709" 0 0 0 0 0 0 0 0 0 0 7 31 19 11 6 29 28 16 21 51
"gene_2710" 2886 2386 1961 2590 2851 2197 2869 3305 2380 2566 2091 2946 2152 2205 3160 1233 1409 1418 1232 957
"gene_2711" 223 280 118 176 215 499 419 380 372 530 384 273 320 326 402 481 497 399 349 579
"gene_2712" 369 218 178 211 274 70 70 113 111 92 198 191 149 216 146 219 237 158 213 130
"gene_2713" 1210 1060 1377 1896 1177 1483 1304 1604 1322 1758 1067 1088 1222 893 1011 942 1119 981 1218 815
"gene_2714" 59 42 87 34 65 77 68 26 19 100 4 5 7 6 22 14 12 4 8 1
"gene_2715" 989 1474 1002 1298 1771 1024 1000 1450 478 1024 755 889 678 732 828 760 861 756 900 955
"gene_2716" 7537 8462 8443 9508 8686 7077 5870 6637 4289 7280 4797 5381 5420 5939 6417 8041 6835 7795 10540 7534
"gene_2717" 1171 1522 1362 1173 1314 2011 1523 1690 1664 1634 1175 1001 1161 1348 1231 2315 2512 1922 2253 2312
"gene_2718" 272 268 224 243 291 501 467 488 603 388 157 264 263 329 212 403 370 329 323 315
"gene_2719" 245 340 151 301 231 431 565 330 348 309 149 105 204 137 153 327 331 364 325 282
"gene_2720" 2707 2926 3119 3079 2956 3407 3326 3949 3769 3946 3197 3864 4123 3525 3383 3857 4045 3216 3802 3606
"gene_2721" 2042 1488 1913 1655 1978 1284 1387 1184 1426 1237 1968 1783 1924 1678 2130 2032 1852 1824 1870 2137
"gene_2722" 2997 2269 2350 1981 3125 1553 2236 1776 1952 2317 1586 1612 2304 1848 1870 1611 2112 1826 1654 1667
"gene_2723" 1200 962 1031 1056 975 919 1035 1006 1022 982 1092 1237 1224 1374 1118 1578 1661 1264 1444 1223
"gene_2724" 2158 1420 1884 1436 1405 3178 3763 2730 3481 2565 2009 2133 2265 1496 1398 2682 3011 2233 2254 2462
"gene_2725" 1233 1120 1043 1206 985 336 397 620 526 518 1307 1396 1262 1375 822 490 593 540 464 547
"gene_2726" 88 78 61 112 90 14 15 4 4 11 37 24 14 25 26 28 40 26 13 29
"gene_2727" 7 5 1 2 3 11 15 13 11 7 0 0 0 0 0 6 3 1 6 0
"gene_2728" 93 99 119 82 129 190 220 203 186 295 31 45 106 59 58 104 61 65 89 155
"gene_2729" 61 56 40 44 50 4 12 5 2 3 8 7 12 4 2 50 40 68 44 84
"gene_2730" 3275 3574 4020 4793 4639 2807 1979 2669 2572 3035 2130 1973 1786 2054 2400 2330 3010 2830 3725 3375
"gene_2731" 260 298 151 195 371 96 100 107 144 43 460 226 160 143 234 187 163 217 132 94
"gene_2732" 334 283 190 239 413 135 160 194 181 75 272 304 305 245 290 283 396 292 428 496
"gene_2733" 610 554 736 611 805 332 317 457 300 229 435 438 391 296 429 200 241 186 125 298
"gene_2734" 2850 2657 2799 2728 3243 3438 3473 4282 3832 3704 2987 3239 3283 2949 3335 3178 1816 2638 2902 2477
"gene_2735" 1668 1581 1866 1854 1887 1857 1379 1923 1612 1617 1251 1498 1347 1146 1326 1668 1563 2042 1766 1769
"gene_2736" 8 21 40 18 28 35 28 43 22 23 0 0 0 0 0 8 4 6 0 8
"gene_2737" 2119 2129 1811 2208 2668 1739 1636 1816 1925 1791 1757 1500 2234 2216 1380 1671 1504 1612 1150 1296
"gene_2738" 1246 953 1115 1056 1147 1027 753 933 912 730 1362 1565 1333 1297 1601 1099 1354 1087 911 1487
"gene_2739" 952 387 373 459 552 852 496 988 608 832 595 680 780 640 530 516 801 877 642 439
"gene_2740" 196 135 72 85 144 154 183 147 200 161 353 407 483 283 330 132 109 133 77 111
"gene_2741" 7 17 19 26 10 29 17 25 37 16 22 14 60 31 41 52 39 36 65 79
"gene_2742" 520 468 441 559 334 457 550 566 688 568 357 587 406 542 547 826 1124 768 779 551
"gene_2743" 0 0 0 0 0 13 1 9 1 10 2 2 18 0 3 0 7 2 17 0
"gene_2744" 456 373 360 364 451 386 361 386 256 292 499 457 403 518 627 740 815 910 716 462
"gene_2745" 714 1003 942 997 949 1736 1356 1523 1401 1206 850 471 646 737 617 1184 1267 971 1088 1185
"gene_2746" 470 646 516 452 379 533 537 680 403 302 1103 970 1180 775 1297 569 546 433 500 422
"gene_2747" 262 93 108 152 225 159 128 193 306 163 214 195 195 187 158 64 34 82 69 41
"gene_2748" 4767 3626 3416 3205 2835 3126 3285 3113 3245 4088 2699 3061 2464 2886 2670 3146 2412 2497 2679 2344
"gene_2749" 70 89 55 102 107 280 180 308 108 285 222 129 127 115 136 66 66 77 81 86
"gene_2750" 1456 1305 1362 984 1470 1004 950 1143 2039 1737 3425 3116 2972 2083 2473 2925 2601 3463 2346 2382
"gene_2751" 3247 3243 3126 3116 2997 2772 4880 3100 3370 4566 3406 3768 4827 3700 2998 3295 3906 3720 3326 4186
"gene_2752" 5680 7612 10218 8944 6537 8830 7066 7643 8106 10534 4569 4721 4273 5688 4486 6152 6029 6148 6006 5506
"gene_2753" 1453 1871 1421 2504 1577 1704 1593 1862 1486 2114 1893 2156 1941 2115 2150 1846 2021 2074 1851 1961
"gene_2754" 37 101 24 20 55 128 82 98 115 123 40 40 56 28 18 32 38 24 47 36
"gene_2755" 17 6 1 8 2 10 10 19 10 18 0 0 0 0 0 52 54 31 40 35
"gene_2756" 1474 1456 1947 900 1483 1727 1621 2008 1759 1943 1544 999 1561 1394 1907 1673 1634 1560 1159 1679
"gene_2757" 1032 1265 1099 1421 1275 1051 891 814 1040 950 408 261 470 259 295 235 529 237 700 778
"gene_2758" 787 902 840 1079 820 1567 1433 1546 1505 1107 1753 1820 2076 1654 1816 1075 1284 826 1143 1258
"gene_2759" 7617 6504 7387 7111 8256 8194 6012 6390 7309 5490 3597 3515 3707 3714 4038 4533 5286 5530 5303 5606
"gene_2760" 601 523 929 813 877 1220 997 1047 1438 1408 834 936 946 784 814 878 860 1107 932 1151
"gene_2761" 4 25 16 13 6 29 72 20 71 22 13 18 52 37 8 4 8 6 18 2
"gene_2762" 3604 3418 3916 3680 3983 4140 4491 4433 4198 4164 3620 3488 3355 4633 3386 2671 3407 3193 3579 3088
"gene_2763" 4131 5565 3760 5236 3105 5013 4973 6112 5992 5687 5032 5803 5701 5738 5757 4623 4144 3856 2873 4820
"gene_2764" 3 17 10 10 13 21 12 19 24 10 6 21 11 31 16 11 17 14 25 27
"gene_2765" 717 920 1126 822 921 436 162 343 420 218 439 530 466 421 443 616 838 875 509 564
"gene_2766" 544 457 452 683 549 385 597 328 488 506 376 326 293 243 285 477 479 576 503 620
"gene_2767" 2479 2556 2716 2404 3652 4078 3507 4147 4016 4620 2076 2191 2387 2279 2284 3237 2684 3686 2117 2902
"gene_2768" 8 18 20 7 2 16 3 29 18 37 30 6 20 14 16 4 10 4 4 16
"gene_2769" 4 7 10 4 8 4 5 4 4 13 0 0 0 0 0 3 18 7 10 16
"gene_2770" 346 404 423 488 261 189 134 125 118 229 115 69 263 151 169 362 349 329 242 256
"gene_2771" 2717 3438 3622 3260 3248 3612 2650 4027 2712 3898 3613 3376 4170 3703 3941 2786 2258 2186 2294 2377
"gene_2772" 312 277 275 501 324 175 233 137 163 322 322 536 428 332 385 386 411 310 338 462
"gene_2773" 553 675 587 501 546 1197 450 609 1026 464 678 660 690 481 389 615 739 494 535 700
"gene_2774" 27938 18986 24104 31293 26779 22047 19362 23497 20308 20380 20140 17112 17497 19317 20809 20852 25742 20854 23683 20561
"gene_2775" 85 161 162 199 132 181 103 100 119 70 179 256 219 149 229 92 105 135 143 114
"gene_2776" 1718 1481 1765 1578 1579 1911 1982 1744 1912 2188 1183 1586 1194 1633 1563 984 1644 2091 2108 1286
"gene_2777" 4789 4925 6066 5269 4100 7730 5550 6116 7387 6146 4538 4615 4580 4934 4285 6269 6462 4329 4555 6362
"gene_2778" 1509 1279 984 1468 1273 2001 1903 2535 1920 2408 4268 2959 3962 3414 3422 2817 2440 1997 2673 2446
"gene_2779" 93 96 109 185 132 33 89 73 102 37 88 128 76 94 121 119 139 183 181 133
"gene_2780" 3202 3011 3025 3140 3141 2384 3078 2362 2434 1981 2048 2656 2002 1812 2683 3386 2616 3065 3545 2864
"gene_2781" 10391 9608 10372 8510 9513 12119 10864 11744 10757 12609 9803 10720 9007 9212 8667 10623 11167 7504 12506 11272
"gene_2782" 1789 1990 1997 2204 1831 2891 2575 3400 2768 2975 3899 3043 4324 4305 2913 1381 1259 1054 1911 1986
"gene_2783" 8154 8489 8623 8755 8361 4445 6013 5100 4755 4368 5734 6391 6192 6197 6297 6018 5500 4220 4599 5199
"gene_2784" 10370 10121 8878 9171 9096 8979 8716 6804 11428 9588 13810 9433 11863 14307 12003 12593 10774 7831 10249 10652
"gene_2785" 0 0 0 0 0 0 0 0 0 0 16 9 7 21 11 2 10 5 1 11
"gene_2786" 1988 2272 1644 2285 1356 2179 2711 1897 2231 2174 1448 2228 1587 1204 1362 2971 2001 1972 1989 1666
"gene_2787" 43 146 54 185 27 65 80 111 73 113 228 163 277 383 210 19 28 27 35 63
"gene_2788" 3486 3441 4067 4279 3806 3047 2784 3441 2840 3203 2167 1662 1756 2262 1725 4741 4224 4063 4349 4467
"gene_2789" 2464 2449 2390 2464 2474 2531 3879 2202 2880 2645 1611 2467 1392 1558 2385 1702 1493 1723 1687 2001
"gene_2790" 3199 2408 3371 2236 3368 2882 2328 3182 2966 3367 4588 4389 4773 4353 4672 2665 2979 3181 3248 3616
"gene_2791" 3693 3161 3715 2904 4069 4221 2641 4192 3472 3368 3985 3246 3808 3435 3230 2727 3337 3827 2558 2475
"gene_2792" 984 980 1027 925 1582 900 710 969 863 1003 671 1039 945 860 935 1310 1235 1280 1284 1203
"gene_2793" 614 485 669 544 548 643 706 558 549 568 575 582 610 515 489 631 712 800 657 605
"gene_2794" 81 70 35 39 74 110 54 111 119 132 315 105 152 38 110 17 43 14 34 13
"gene_2795" 2774 3133 2539 2104 2978 2842 2018 3616 2891 3463 2868 2191 2464 2657 2831 3305 2662 3031 2677 2867
"gene_2796" 109 169 142 183 77 104 142 229 173 193 50 56 69 57 68 63 20 130 124 51
"gene_2797" 1464 1483 1161 1283 1423 2085 1942 2362 2385 3057 2101 2109 2253 2730 2154 2635 2093 1989 2065 2145
"gene_2798" 103 141 108 94 101 120 76 97 87 61 41 43 34 30 35 111 127 128 169 380
"gene_2799" 96 202 180 116 114 199 95 210 81 94 94 134 107 69 95 134 184 139 86 166
"gene_2800" 368 512 501 503 493 954 463 616 945 583 532 356 338 570 398 355 228 218 353 280
"gene_2801" 2691 2528 2108 1766 1997 1118 1742 1478 1257 1833 1991 1847 1682 1848 1871 2978 1939 3103 2783 2096
"gene_2802" 699 722 605 756 947 361 316 378 370 401 578 438 459 389 409 278 219 311 380 477
"gene_2803" 208 249 184 218 234 141 108 71 90 60 95 46 38 66 53 189 68 222 176 119
"gene_2804" 387 360 355 330 413 95 65 95 136 147 102 107 144 212 168 188 229 216 126 287
"gene_2805" 1200 1206 1257 1387 1254 1599 1406 1600 1378 1893 1134 1063 952 978 904 2686 1702 1865 2455 1815
"gene_2806" 28 23 24 47 26 20 38 32 28 31 177 164 110 238 101 29 40 21 52 32
"gene_2807" 36 35 32 27 45 105 154 191 134 132 31 30 33 16 25 78 76 83 35 56
"gene_2808" 310 367 195 510 281 207 322 227 305 264 279 329 179 274 152 239 276 177 223 155
"gene_2809" 1786 1221 1283 1142 1783 807 554 1160 890 1107 2078 1635 1498 1383 1743 1570 1304 1326 1552 1686
"gene_2810" 2620 2894 2681 3168 2708 3764 2652 3940 1877 2441 3841 3381 3756 2953 2997 1894 2675 2412 2199 2333
"gene_2811" 1156 1008 887 1550 1533 421 557 352 665 795 761 762 840 901 907 983 1020 1135 999 1015
"gene_2812" 1399 1012 1387 1226 1399 1426 1249 1084 1253 1179 1171 1283 1301 1206 1240 1298 1377 1476 2087 1785
"gene_2813" 2225 2350 2566 2427 1855 2287 2486 2845 2652 2793 2656 2158 2635 2848 2427 2128 2041 2289 2201 1822
"gene_2814" 327 104 312 149 255 564 360 216 501 504 577 574 638 522 722 468 444 389 421 335
"gene_2815" 1050 994 955 1148 1197 2432 2515 2456 2083 2570 1058 1075 1216 1157 1100 1108 1269 1024 926 1110
"gene_2816" 1 1 6 0 0 4 11 6 6 3 18 23 11 18 13 16 12 21 8 14
"gene_2817" 119 73 49 109 51 65 88 63 87 61 8 24 6 12 30 36 34 69 44 65
"gene_2818" 374 304 422 497 558 121 68 55 47 64 214 180 138 150 119 174 250 206 253 303
"gene_2819" 930 1122 1030 1214 1057 748 1498 771 1353 845 689 514 603 557 672 754 827 838 874 756
"gene_2820" 375 360 410 430 488 248 284 287 298 293 429 345 354 344 297 204 248 300 145 198
"gene_2821" 3607 3774 4147 3709 3813 2943 3969 3484 4502 2973 2945 3673 3164 2950 2713 3513 4722 3241 4640 5096
"gene_2822" 335 283 381 390 393 354 300 267 291 322 177 273 131 244 137 145 231 246 248 222
"gene_2823" 1775 1929 1613 1155 1641 1086 1313 1790 1370 1587 780 963 991 844 1132 1486 1539 1661 1999 1248
"gene_2824" 476 487 329 456 482 204 376 256 190 320 133 191 306 196 160 420 242 384 314 443
"gene_2825" 3172 2782 3613 3468 3614 3124 3508 3355 3472 3831 3722 2348 4058 3865 2980 3612 2890 2917 2494 2621
"gene_2826" 3094 3451 2467 2406 3407 5120 3315 2474 3937 3043 1801 1845 1836 1826 2662 3077 2944 2721 3138 2518
"gene_2827" 1768 3119 1807 2064 2732 859 878 818 765 979 1742 1838 1781 1669 2218 1425 1284 1267 1476 1907
"gene_2828" 669 492 608 692 389 309 361 420 294 298 267 186 274 349 418 367 395 334 357 333
"gene_2829" 7665 7231 5777 5976 5948 7034 6281 8096 7241 7506 4299 5525 5667 5345 4682 9933 8037 7158 8622 9547
"gene_2830" 815 840 929 953 1133 408 562 397 434 512 741 855 836 843 846 1776 1597 1418 1772 1519
"gene_2831" 32 63 98 42 75 27 29 35 45 26 228 114 178 202 80 87 132 55 107 63
"gene_2832" 154 186 167 155 202 288 256 343 293 305 384 413 721 522 551 283 221 171 140 196
"gene_2833" 1256 1349 1678 1649 1683 1011 1040 1167 1283 1066 1274 1527 1326 1271 1864 778 664 609 707 797
"gene_2834" 574 416 487 600 557 249 227 342 420 266 114 211 341 433 321 469 613 878 532 473
"gene_2835" 4029 4784 3292 4028 4678 3392 3306 3394 2567 3886 2996 3056 3783 4043 3699 5827 3667 3792 3916 4200
"gene_2836" 273 157 159 116 176 148 88 94 114 142 104 127 137 132 133 97 100 82 56 135
"gene_2837" 1581 1309 1352 1820 1693 1935 2063 1629 1876 1858 3161 2845 3008 2166 2909 1719 1448 2207 1931 1486
"gene_2838" 2273 2366 2290 2516 2254 1721 1952 1640 1902 1205 3042 3280 3736 3785 3355 3414 2713 3329 3123 4380
"gene_2839" 86 93 110 160 165 36 75 29 57 10 29 34 38 36 23 20 24 21 36 20
"gene_2840" 72 98 83 102 85 12 17 23 18 28 84 73 111 57 66 139 65 44 96 98
"gene_2841" 325 491 496 384 357 641 342 279 518 442 798 691 526 696 674 278 217 225 375 302
"gene_2842" 1887 1965 1274 1666 1859 1770 1958 1770 1790 2174 2048 2803 2297 2252 2270 2492 1983 2250 2812 2633
"gene_2843" 2276 1592 2209 2595 2309 2648 2515 2714 2930 2878 3052 2886 3783 2684 2413 2232 2648 2689 2761 2575
"gene_2844" 42 37 61 21 29 64 55 28 42 53 66 139 77 172 151 114 85 78 102 69
"gene_2845" 17324 15627 16567 15700 15409 10719 12135 9516 8430 10321 15660 13396 17040 15084 18168 21286 16933 17840 16935 17728
"gene_2846" 1511 1301 1355 1421 1422 1847 1785 1869 2150 1837 1823 1769 1570 1885 1890 2121 2331 2522 2216 2000
"gene_2847" 7734 11602 7961 6604 5896 9131 8540 9274 7341 9124 8155 8971 7276 5264 7652 6598 6407 5869 7694 8051
"gene_2848" 2287 1952 2160 2278 1804 1373 1660 1545 1585 1575 1834 1324 2049 1583 1701 1822 1502 1954 1709 1957
"gene_2849" 0 0 0 0 0 27 15 11 5 9 0 0 0 0 0 11 12 1 2 7
"gene_2850" 15 6 6 9 8 31 22 7 4 4 1 8 4 3 1 0 0 0 0 0
"gene_2851" 309 253 319 207 286 365 500 485 558 342 257 273 301 237 278 226 304 270 370 345
"gene_2852" 558 1264 1117 887 996 737 750 713 660 787 890 867 935 825 692 394 413 483 430 420
"gene_2853" 407 333 322 341 361 653 746 839 580 570 652 664 782 609 635 626 597 632 542 817
"gene_2854" 1273 1205 1151 1182 1236 1227 1242 1002 1730 1440 1223 953 1040 862 1194 1297 870 1556 1275 1054
"gene_2855" 126 228 224 292 224 296 207 259 220 419 231 325 290 311 192 333 257 254 395 287
"gene_2856" 2623 2742 2856 2219 2834 3365 3406 3170 2396 3212 3665 2181 3333 2078 2865 3782 4367 3562 3585 3729
"gene_2857" 567 488 513 509 470 830 797 600 709 628 709 526 854 679 762 229 201 155 326 232
"gene_2858" 16696 16918 18454 13951 18373 13621 15613 15333 15154 12727 14103 17920 20543 18785 17315 15131 13780 15319 12082 12886
"gene_2859" 127 224 196 120 206 276 222 154 185 226 99 106 147 119 89 84 66 50 84 54
"gene_2860" 4024 3174 4003 2997 2279 3312 2510 3182 4261 3447 3428 3756 3378 3306 4120 2670 3068 3139 2828 3181
"gene_2861" 421 485 552 396 528 397 442 311 754 365 370 292 744 374 639 724 616 362 573 655
"gene_2862" 1654 1769 1842 1564 2117 1832 2339 2173 1964 1731 1484 703 1056 955 1406 1730 1789 1663 1802 1532
"gene_2863" 5175 4387 4338 4821 5078 5185 3700 5493 4139 4565 5013 4802 3640 3550 4481 5684 4099 5259 5176 4939
"gene_2864" 465 367 331 406 299 254 267 224 160 240 311 223 178 384 321 601 473 331 381 385
"gene_2865" 123 88 83 59 80 3 1 0 4 6 163 94 100 203 109 115 65 80 63 129
"gene_2866" 774 651 826 863 775 812 1426 1071 1080 1107 561 615 796 810 937 478 363 506 401 432
"gene_2867" 5402 4937 6025 5243 4730 3851 4066 6604 3966 3464 5204 5150 5110 6620 5421 5733 5654 5439 6333 5601
"gene_2868" 8 16 10 12 5 51 56 26 44 49 1 11 10 4 5 55 46 25 35 41
"gene_2869" 27 33 22 26 10 19 10 2 6 14 16 4 6 1 5 5 3 12 9 10
"gene_2870" 2322 1969 2816 2643 2161 2949 3804 3698 2718 3442 2462 3135 2648 2877 3315 2360 2733 3004 4067 2253
"gene_2871" 1550 1282 1342 1555 1159 3281 1802 3146 2844 2899 1796 1834 1904 1624 1757 3311 2431 2845 3836 3111
"gene_2872" 174 387 336 296 151 317 318 439 394 339 538 645 710 401 357 306 334 358 345 307
"gene_2873" 7977 6373 5663 5924 6989 6854 6764 7150 6460 6553 9807 7274 7519 8538 7590 3628 7224 7036 5651 5280
"gene_2874" 1275 1180 1354 1308 1349 1129 1207 666 1230 987 1481 1473 1369 1099 1461 1060 871 969 1073 764
"gene_2875" 609 551 631 800 626 492 483 456 626 498 338 260 443 243 429 1095 1019 1006 1155 1073
"gene_2876" 45 10 42 46 35 21 25 25 21 29 26 28 16 23 17 0 1 7 5 0
"gene_2877" 3459 3878 3647 4642 4316 3371 2641 4203 3350 3208 3443 2512 3895 3917 3248 1815 2224 2579 1392 2154
"gene_2878" 193 128 167 168 169 133 187 201 126 266 71 88 104 89 103 68 215 127 109 89
"gene_2879" 433 457 425 463 488 304 290 306 213 290 459 542 445 506 696 638 680 778 479 693
"gene_2880" 4062 4233 4275 4309 3645 2622 2703 3175 2055 3076 3934 4454 4146 4360 4621 5610 3924 3706 5297 4445
"gene_2881" 0 0 0 0 0 7 6 17 6 19 0 0 0 0 0 0 0 0 0 0
"gene_2882" 0 0 0 0 0 20 15 19 6 20 2 3 8 2 17 5 20 13 10 6
"gene_2883" 4317 3383 4180 3658 3783 2974 4015 3221 3139 4488 4827 4935 5278 4990 4415 6577 7329 7523 7392 7486
"gene_2884" 593 558 562 467 511 591 820 857 1115 835 470 544 667 699 538 1668 1427 1630 1608 1694
"gene_2885" 2406 2295 2333 2325 3118 1456 2074 1714 1550 1721 3023 1859 2502 2613 2797 3151 2831 3036 3135 3956
"gene_2886" 1730 2162 1452 1617 1430 1359 1338 1232 1202 1399 858 952 775 1050 1063 1184 1246 1755 1198 1340
"gene_2887" 2110 1887 2352 2386 1697 3289 2910 2825 2998 3435 2458 2543 2759 2173 2255 1674 1690 2095 1833 1852
"gene_2888" 143 258 139 245 180 453 299 385 444 301 102 90 103 95 174 265 326 390 207 228
"gene_2889" 4191 4161 3586 3897 4847 3540 3484 7151 4207 4271 3881 3513 4367 3920 3722 9982 10067 7255 7304 5832
"gene_2890" 0 0 0 0 0 0 7 3 4 0 6 8 7 10 8 15 18 20 22 19
"gene_2891" 874 681 780 831 716 486 470 460 308 361 369 429 433 371 670 177 289 258 236 226
"gene_2892" 2888 3139 3080 2906 3061 3685 2996 4228 4111 3445 3400 2301 1733 2492 3981 2696 2883 3069 3027 2576
"gene_2893" 1117 1668 1105 1667 2286 1349 1583 1164 1285 2319 1438 1635 1579 1197 1546 1021 641 749 1065 717
"gene_2894" 733 616 754 851 821 432 426 418 358 577 345 309 344 330 223 389 365 369 341 414
"gene_2895" 1271 1314 1810 1411 1297 821 899 860 983 1176 1557 1795 1959 1614 1307 1605 1751 1704 1945 1392
"gene_2896" 734 1208 887 1054 1093 686 1114 844 1031 1274 1015 1060 1277 1189 1448 1048 747 952 1100 1345
"gene_2897" 36 43 44 46 34 79 75 80 108 116 8 8 10 0 8 88 76 92 108 111
"gene_2898" 363 339 337 292 275 153 119 140 161 184 379 551 497 543 366 222 312 307 343 343
"gene_2899" 4843 8251 8335 8799 9371 5809 6783 7009 5756 5623 8270 9176 6460 5506 9771 8359 5023 7578 6729 7348
"gene_2900" 819 745 932 839 959 412 397 273 405 504 1102 1294 1318 1278 1125 771 561 698 562 755
"gene_2901" 277 259 375 286 325 618 499 774 722 482 381 312 442 504 301 239 360 330 369 325
"gene_2902" 16 14 31 6 9 2 24 1 5 6 0 0 0 0 0 0 0 0 0 0
"gene_2903" 3324 3472 3048 3010 3835 2258 2760 2238 2319 2362 2043 2644 2840 2598 3303 4716 4270 4283 3808 4491
"gene_2904" 309 403 425 524 344 688 635 584 632 660 440 478 441 661 325 556 355 918 297 619
"gene_2905" 331 147 264 286 618 127 189 164 194 193 67 139 94 134 148 152 241 294 166 199
"gene_2906" 1743 1440 1582 1306 1544 877 941 908 915 634 891 1140 1005 907 1120 1112 913 1002 1385 1084
"gene_2907" 8063 7528 7556 9546 9316 11969 14986 10739 12987 13736 9769 8145 8205 9122 9274 9588 8659 10995 10524 11231
"gene_2908" 133 85 60 65 108 207 274 178 156 212 108 120 122 171 158 247 282 275 328 446
"gene_2909" 2302 2516 2184 2100 2160 952 988 724 948 900 1595 1763 1519 2317 1952 1258 1475 1431 1316 1443
"gene_2910" 861 635 510 558 484 418 245 494 306 384 431 351 474 365 372 485 471 504 452 475
"gene_2911" 100 74 81 76 65 113 150 166 132 223 106 96 74 82 70 281 209 232 308 166
"gene_2912" 964 1092 1228 1100 1158 836 743 903 530 489 839 780 709 925 1026 645 702 537 641 676
"gene_2913" 941 1265 1072 1255 1281 1060 844 936 971 889 1782 1925 1816 1517 1755 1891 1966 1271 1738 2077
"gene_2914" 7625 8388 8426 9307 8455 9159 8729 8130 8293 8181 10538 10277 8905 9535 8786 11124 8894 14743 12380 13347
"gene_2915" 487 529 598 557 665 968 585 799 760 633 572 496 377 492 473 564 538 671 652 631
"gene_2916" 2 2 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"gene_2917" 46 12 17 17 32 48 18 7 58 14 1 5 2 1 11 22 23 28 19 48
"gene_2918" 338 339 347 478 439 420 406 482 440 467 454 363 478 332 803 398 464 361 437 399
