"TP1_1" "TP1_2" "TP2_1" "TP2_2" "TP3_1" "TP3_2" "TP4_1" "TP4_2"
"gene_5359" 654 578 1540 1897 1305 1633 836 1040
"gene_5360" 18246 16619 10193 9699 13007 13715 16453 18776
"gene_5361" 1093 1065 984 1010 621 1012 1952 2078
"gene_5362" 10557 7833 5952 6995 10425 6550 9797 7734
"gene_5363" 204 155 174 135 95 96 171 231
"gene_5364" 6153 6124 6922 9665 9181 9881 5829 8791
"gene_5365" 35 29 350 329 91 61 167 87
"gene_5366" 102 90 131 65 48 179 130 87
"gene_5367" 1562 1395 1525 1215 2565 2353 2148 2031
"gene_5368" 372 378 136 141 279 247 388 453
"gene_5369" 3205 2923 3950 2957 3480 3227 4543 4881
"gene_5370" 529 552 943 656 455 572 756 862
"gene_5371" 47 23 11 26 22 49 21 10
"gene_5372" 13 16 14 15 46 27 21 14
"gene_5373" 4741 4766 3989 3493 3956 4033 3716 3249
"gene_5374" 2462 2504 1272 1647 1186 1336 2847 2246
"gene_5375" 589 590 1451 1576 1897 903 1279 1100
"gene_5376" 466 241 770 427 309 210 569 638
"gene_5377" 1772 1512 2140 1927 3210 2649 1991 2071
"gene_5378" 242 150 324 316 97 132 188 277
"gene_5379" 382 680 429 209 186 273 324 346
"gene_5380" 123 60 269 331 123 109 157 223
"gene_5381" 461 498 550 476 849 1122 846 590
"gene_5382" 810 1115 646 778 969 1057 340 548
"gene_5383" 2833 2133 2882 2376 2183 1579 2462 2438
"gene_5384" 456 553 912 1216 524 667 409 640
"gene_5385" 6533 5788 5349 4576 4747 6993 8870 7288
"gene_5386" 1700 1551 1870 2084 1532 1613 1599 2114
"gene_5387" 1065 1341 1312 1213 1130 907 1516 1370
"gene_5388" 3626 3785 3136 3214 4538 3827 4438 4173
"gene_5389" 3143 2603 2620 2475 3047 2369 2342 2011
"gene_5390" 2085 1724 2710 2238 1483 1560 1647 1614
"gene_5391" 336 270 120 89 258 209 124 69
"gene_5392" 30 12 38 27 31 61 40 27
"gene_5393" 166 92 27 48 37 48 156 131
"gene_5394" 281 377 947 770 319 418 527 307
"gene_5395" 990 1365 975 882 543 492 889 857
"gene_5396" 2074 1634 1177 1394 1744 2073 1275 946
"gene_5397" 219 85 96 117 19 65 202 287
"gene_5398" 18 15 2 10 0 0 0 0
"gene_5399" 319 269 340 223 303 433 204 142
"gene_5400" 33 11 44 85 34 25 34 19
"gene_5401" 729 547 195 167 272 317 570 640
"gene_5402" 8005 9274 13468 14561 11351 16179 13030 13632
"gene_5403" 4783 6046 3625 5758 5710 5799 5843 3990
"gene_5404" 1028 971 1745 1667 883 742 1788 1795
"gene_5405" 1009 775 1321 1173 872 1389 871 896
"gene_5406" 109 62 263 250 290 357 209 172
"gene_5407" 36 46 223 218 168 112 167 112
"gene_5408" 8321 12526 10731 9294 5632 8348 7339 8205
"gene_5409" 105 92 239 320 216 318 106 63
"gene_5410" 0 0 4 1 0 0 0 0
"gene_5411" 176 175 224 147 124 85 182 149
"gene_5412" 2340 2499 1787 2094 2028 2029 2130 2588
"gene_5413" 83 65 108 82 74 114 84 122
"gene_5414" 190 450 406 424 221 314 373 345
"gene_5415" 2681 3598 4295 4791 4360 4521 4892 4824
"gene_5416" 187 188 132 161 134 80 56 38
"gene_5417" 87 121 104 78 82 233 365 143
"gene_5418" 3779 2262 7419 6468 4128 3594 5960 6241
"gene_5419" 180 132 95 211 113 237 90 120
"gene_5420" 17 14 13 8 52 30 18 12
"gene_5421" 24 32 26 15 105 92 134 67
"gene_5422" 2547 3412 2177 3387 2900 2497 2935 3036
"gene_5423" 99 141 46 55 6 60 49 23
"gene_5424" 10429 7429 10345 14039 10523 9759 9929 8822
"gene_5425" 358 302 382 332 212 523 364 171
"gene_5426" 160 71 316 200 164 204 94 71
"gene_5427" 1113 565 604 696 1076 1331 1114 1041
"gene_5428" 359 266 314 311 569 295 167 146
"gene_5429" 66 81 5 10 21 43 119 22
"gene_5430" 6829 5293 5820 5889 5675 5042 3634 5816
"gene_5431" 2848 3288 3721 3924 2176 2071 2820 3197
"gene_5432" 2330 1864 1894 2323 1637 2084 1694 1709
"gene_5433" 5961 4465 5116 5875 3293 4077 2764 2685
"gene_5434" 315 320 211 169 123 333 150 171
"gene_5435" 910 856 594 713 932 1040 561 408
"gene_5436" 81 100 25 31 36 19 35 42
"gene_5437" 259 158 245 205 200 209 226 254
"gene_5438" 470 542 249 310 469 203 345 439
"gene_5439" 862 965 644 471 1144 994 1302 919
"gene_5440" 2260 2579 2543 2130 1927 1716 2222 3045
"gene_5441" 2399 1730 2272 1964 1717 2671 2111 1715
"gene_5442" 423 224 266 265 462 338 477 392
"gene_5443" 136 141 468 272 186 187 189 145
"gene_5444" 2543 2943 2700 2239 1520 1924 2861 2469
"gene_5445" 603 782 1299 1344 782 886 835 1284
"gene_5446" 1120 988 786 1283 647 693 378 308
"gene_5447" 7 14 68 40 42 48 36 90
"gene_5448" 2688 2692 3122 3628 1473 1286 4345 4017
"gene_5449" 43 25 0 0 7 15 45 56
"gene_5450" 132 118 22 29 49 90 93 66
"gene_5451" 162 168 696 441 847 670 452 568
"gene_5452" 1393 1610 749 984 953 918 1171 1008
"gene_5453" 269 450 325 120 430 368 157 357
"gene_5454" 8503 8628 9191 6020 8788 7219 8425 8288
"gene_5455" 359 464 249 306 202 143 175 161
"gene_5456" 3438 3156 3474 1973 2847 2196 3895 4050
"gene_5457" 2693 2845 2418 3395 3398 2985 2351 2762
"gene_5458" 2152 1793 1964 2385 3082 3194 3189 4303
"gene_5459" 702 695 1572 1070 767 1435 1334 904
"gene_5460" 296 416 348 622 374 353 498 628
"gene_5461" 0 0 22 19 12 20 54 106
"gene_5462" 337 381 320 361 426 336 175 253
"gene_5463" 356 268 209 186 218 161 462 327
"gene_5464" 3137 3177 4209 2838 3023 2247 2876 2796
"gene_5465" 12 1 11 25 11 19 51 85
"gene_5466" 2123 2391 1758 1869 1951 1519 2285 2276
"gene_5467" 2248 2135 2230 1895 2677 3200 1885 1598
"gene_5468" 129 173 153 280 165 194 257 71
"gene_5469" 66 36 17 54 30 76 88 110
"gene_5470" 500 467 586 585 923 500 853 1083
"gene_5471" 35 35 34 73 24 16 125 120
"gene_5472" 6251 8782 4155 4754 5350 6146 6773 5820
"gene_5473" 442 452 358 431 516 501 605 636
"gene_5474" 8242 8229 7164 6423 9883 8854 7780 6010
"gene_5475" 443 373 1003 1092 857 771 585 612
"gene_5476" 10538 12817 10398 9104 10884 16628 9900 13182
"gene_5477" 7273 7429 4075 5955 4233 7550 5350 4970
"gene_5478" 2561 1774 2073 1941 2215 2100 3318 3538
"gene_5479" 1 2 2 18 22 32 3 2
"gene_5480" 255 212 140 138 216 208 116 89
"gene_5481" 121 202 125 118 168 182 168 82
"gene_5482" 30784 23149 24728 22755 22092 20251 15276 15483
"gene_5483" 460 386 305 280 236 199 236 346
"gene_5484" 348 520 388 320 302 633 341 347
"gene_5485" 1560 914 644 756 2121 1959 1621 1509
"gene_5486" 988 586 262 436 538 171 346 299
"gene_5487" 865 754 580 536 777 1663 301 352
"gene_5488" 861 590 790 945 534 488 717 836
"gene_5489" 75 39 52 64 61 51 167 205
"gene_5490" 56 210 141 49 195 258 96 153
"gene_5491" 1215 1125 1292 1182 1424 915 742 726
"gene_5492" 8253 3220 8486 7307 8059 9628 9166 7828
"gene_5493" 1334 1256 992 1305 1421 1449 1359 2105
"gene_5494" 1140 1304 1308 1160 1087 1264 840 825
"gene_5495" 2291 1391 1685 2516 2407 2918 1755 1787
"gene_5496" 4289 4386 3257 4607 3767 3560 4529 4995
"gene_5497" 659 811 1180 785 990 848 895 926
"gene_5498" 64 16 0 0 14 10 0 0
"gene_5499" 16197 16694 13341 11342 13401 11992 13520 15795
"gene_5500" 2741 3432 2444 3677 3123 3383 1709 2676
"gene_5501" 0 0 6 4 0 0 2 0
"gene_5502" 40 11 65 27 55 30 10 63
"gene_5503" 104 148 43 82 100 171 55 31
"gene_5504" 70 67 151 113 66 89 105 153
"gene_5505" 3 5 5 2 2 9 0 0
"gene_5506" 752 662 201 182 453 444 541 514
"gene_5507" 224 339 389 536 225 139 362 381
"gene_5508" 1872 1811 1762 1842 1256 1386 2836 4274
"gene_5509" 3392 3242 2106 1964 2141 1857 1106 1354
"gene_5510" 2471 2197 2787 2771 2215 2420 1803 2705
"gene_5511" 1422 2004 1597 1091 2384 2275 1872 1562
"gene_5512" 1606 826 881 875 1110 760 550 479
"gene_5513" 1511 1185 1157 812 925 1222 855 1057
"gene_5514" 2054 1806 902 1259 1046 1035 939 1511
"gene_5515" 464 560 158 323 326 388 196 180
"gene_5516" 2472 2500 2417 2398 2662 3248 3055 3020
"gene_5517" 866 1106 1527 1199 1262 1448 1267 1330
"gene_5518" 1422 1037 873 1146 632 919 1278 1142
"gene_5519" 152 39 48 24 30 95 169 134
"gene_5520" 823 753 1063 1301 555 1003 1331 1366
"gene_5521" 34710 36454 29940 29067 30087 31546 35876 28569
"gene_5522" 21 11 120 94 109 125 91 81
"gene_5523" 59 61 32 21 131 136 102 83
"gene_5524" 1432 920 1907 2184 937 1004 1179 953
"gene_5525" 123 91 61 176 78 58 51 81
"gene_5526" 1398 1364 2186 1887 1256 1472 1371 1101
"gene_5527" 73 97 816 533 344 273 659 717
"gene_5528" 12885 13832 9517 9859 17753 19459 13969 13281
"gene_5529" 8569 8240 7744 9860 8077 14286 10894 8512
"gene_5530" 47 46 188 91 97 87 117 208
"gene_5531" 1 0 0 0 0 0 5 1
"gene_5532" 2811 2965 2308 1914 1313 1600 1425 1570
"gene_5533" 6703 5850 3872 6716 7366 6970 7263 5241
"gene_5534" 2683 2651 2813 2779 3401 2943 4142 3385
"gene_5535" 1223 983 1172 1171 813 1451 1744 1177
"gene_5536" 1122 1309 394 322 1104 925 1051 740
"gene_5537" 4876 6982 6306 5921 5466 7150 8072 8059
"gene_5538" 69 46 59 66 146 45 63 71
"gene_5539" 3006 2200 3163 2661 6046 5050 4998 3798
"gene_5540" 2611 1858 4067 4412 2070 2645 2376 1632
"gene_5541" 73 163 168 159 129 156 199 142
"gene_5542" 511 381 595 461 165 171 509 614
"gene_5543" 92 66 230 89 237 127 139 145
"gene_5544" 1919 1941 1303 1304 1249 1515 1597 1446
"gene_5545" 3020 2471 2503 3090 4790 3263 4393 3212
"gene_5546" 2075 2166 2771 2763 3329 2811 1844 1742
"gene_5547" 1010 754 575 661 582 624 441 663
"gene_5548" 4474 2633 3125 3096 4321 3610 2952 3658
"gene_5549" 195 266 127 92 252 108 358 333
"gene_5550" 3164 3470 3463 3041 4506 4384 2571 2239
"gene_5551" 1549 1715 1891 1991 1318 1484 1167 1135
"gene_5552" 3185 3667 2008 1895 4095 3985 4559 5102
"gene_5553" 1613 1324 1329 1838 936 945 2089 1732
"gene_5554" 631 781 521 336 552 605 538 497
"gene_5555" 322 509 747 464 625 410 416 309
"gene_5556" 5116 6022 8073 7323 6693 7482 7061 7602
"gene_5557" 9054 7422 7553 8524 8652 9598 10770 9105
"gene_5558" 3953 4228 4313 3924 7268 6100 3346 4930
"gene_5559" 12 16 42 39 2 10 8 4
"gene_5560" 359 291 331 187 552 522 191 291
"gene_5561" 93 94 101 180 118 93 93 150
"gene_5562" 18 41 180 196 92 108 72 29
"gene_5563" 5012 4026 5322 4250 6589 6143 6420 6671
"gene_5564" 3966 5080 4700 4621 4596 5051 3722 3758
"gene_5565" 35 28 35 50 0 0 4 6
"gene_5566" 380 354 289 319 461 466 413 457
"gene_5567" 950 1179 2457 2407 847 1391 1358 1017
"gene_5568" 827 1238 942 1288 1108 1462 627 759
"gene_5569" 975 1054 424 652 706 387 920 781
"gene_5570" 70 44 99 162 132 102 103 94
"gene_5571" 5621 5657 6669 5508 11449 11220 6489 5885
"gene_5572" 103 134 144 56 249 171 208 104
"gene_5573" 17 146 17 29 0 0 14 52
"gene_5574" 560 580 433 613 383 302 736 676
"gene_5575" 4433 5348 4614 3846 3994 6100 5612 4236
"gene_5576" 19730 18994 13986 13887 16606 18928 15792 13357
"gene_5577" 716 822 761 903 432 281 285 501
"gene_5578" 85 254 362 233 162 146 203 274
"gene_5579" 119 110 52 58 50 50 83 128
"gene_5580" 687 718 426 385 368 234 1921 1192
"gene_5581" 3472 3066 7738 6484 5398 4121 3473 3386
"gene_5582" 59 51 29 9 6 22 122 36
"gene_5583" 0 0 11 0 7 8 27 13
"gene_5584" 40 52 34 55 134 73 210 134
"gene_5585" 1170 1323 852 1118 946 986 1060 1351
"gene_5586" 1434 1183 754 647 1814 1190 1062 1392
"gene_5587" 226 177 394 481 462 62 250 367
"gene_5588" 25 12 85 35 59 26 30 21
"gene_5589" 5760 7113 7311 7163 4166 4744 5898 5750
"gene_5590" 674 799 1400 1136 1029 1491 1042 1128
"gene_5591" 1356 1649 1144 1129 872 1440 1420 1294
"gene_5592" 242 186 299 255 207 233 255 336
"gene_5593" 1211 1395 1749 1477 1280 1814 1316 1573
"gene_5594" 187 310 308 161 188 129 330 276
"gene_5595" 1136 1774 1408 2246 457 239 1521 1298
"gene_5596" 2443 2590 2513 2609 1944 2080 3112 3134
"gene_5597" 10837 11854 11166 14285 12654 15376 11942 9216
"gene_5598" 110 80 63 52 161 200 137 288
"gene_5599" 12253 11826 5025 6606 13063 11706 10680 12702
"gene_5600" 769 585 766 806 371 307 528 265
"gene_5601" 6132 6628 6646 7113 5080 7825 9359 7646
"gene_5602" 336 354 107 260 108 140 122 182
"gene_5603" 1656 1685 1710 1174 1645 1527 1177 1521
"gene_5604" 1867 2618 2043 2427 3077 2038 1926 1658
"gene_5605" 609 467 504 561 1004 797 653 1385
"gene_5606" 4291 4410 3523 4304 4946 3482 3907 4544
"gene_5607" 1696 1640 1649 1833 1509 2170 2389 2472
"gene_5608" 344 517 614 478 430 375 535 300
"gene_5609" 541 850 1290 1298 1068 933 719 735
"gene_5610" 5621 4757 8081 8171 5245 5362 4757 6386
"gene_5611" 588 685 1572 1464 452 651 457 594
"gene_5612" 404 310 1177 619 852 806 472 522
"gene_5613" 293 261 372 225 341 328 355 237
"gene_5614" 267 224 178 245 203 275 707 305
"gene_5615" 906 762 912 833 912 500 624 435
"gene_5616" 3258 2977 2404 2765 2054 1550 4055 3711
"gene_5617" 704 672 190 167 329 435 449 489
"gene_5618" 1211 2034 765 695 1072 806 656 478
"gene_5619" 6305 5817 7514 7704 6646 5289 8281 8332
"gene_5620" 3348 3148 3764 2229 3670 4679 4266 4008
"gene_5621" 943 944 643 671 1031 749 835 786
"gene_5622" 881 570 605 755 1035 882 911 1179
"gene_5623" 646 537 471 355 390 222 181 195
"gene_5624" 323 324 387 414 102 146 291 335
"gene_5625" 1280 1315 1568 1165 949 914 1537 1628
"gene_5626" 0 0 18 15 0 0 38 14
"gene_5627" 1848 2070 2372 1935 1777 1551 2035 2380
"gene_5628" 60 61 152 240 99 84 163 122
"gene_5629" 2691 2646 3638 2510 3800 3190 2771 2250
"gene_5630" 609 468 1114 839 369 322 840 1124
"gene_5631" 138 146 52 77 114 53 109 235
"gene_5632" 217 335 139 207 168 209 194 94
"gene_5633" 2941 2539 2197 1919 2155 2173 2196 1835
"gene_5634" 159 214 179 318 606 385 316 350
"gene_5635" 5 12 16 12 0 0 0 0
"gene_5636" 2695 2909 2261 2814 2947 3193 3439 2732
"gene_5637" 9276 9544 5369 8553 7419 10098 6364 7656
"gene_5638" 1469 1167 1581 1256 1050 1049 727 804
"gene_5639" 3778 2808 1623 2037 2299 1437 1428 1569
"gene_5640" 13 4 2 3 12 4 1 2
"gene_5641" 1939 1963 2061 2302 1256 1306 2020 2084
"gene_5642" 851 931 1208 957 833 847 1637 1530
"gene_5643" 730 881 720 784 523 479 1024 845
"gene_5644" 69 33 192 196 26 23 33 22
"gene_5645" 4763 4481 4356 5307 4775 4958 3080 2526
"gene_5646" 30 50 41 60 77 110 21 32
"gene_5647" 0 0 0 0 25 29 0 0
"gene_5648" 1207 1638 674 897 379 283 1056 1239
"gene_5649" 1038 770 948 900 872 1215 1540 900
"gene_5650" 46 46 10 5 2 8 4 12
"gene_5651" 3760 4090 3290 3260 4300 3859 2528 2777
"gene_5652" 237 293 409 305 168 319 178 293
"gene_5653" 3 6 19 13 8 12 12 9
"gene_5654" 1415 1367 1669 1264 1380 1412 2444 2101
"gene_5655" 26 52 12 16 27 16 62 66
"gene_5656" 2530 2581 2757 2318 2784 2853 2041 2606
"gene_5657" 18 7 21 16 22 45 94 106
"gene_5658" 6706 6621 4349 3834 4740 5673 3861 4948
"gene_5659" 107 86 101 112 107 169 143 103
"gene_5660" 124 123 99 96 369 213 48 59
"gene_5661" 1008 824 1043 1230 857 997 811 631
"gene_5662" 1484 1146 1385 1675 702 728 547 622
"gene_5663" 0 0 2 12 13 9 0 0
"gene_5664" 201 149 15 61 49 68 83 210
"gene_5665" 92 98 227 126 121 118 258 146
"gene_5666" 1610 1661 1843 2108 1447 1359 2517 2258
"gene_5667" 3116 3811 3053 2256 2202 2571 2850 2626
"gene_5668" 2937 3092 1830 1924 3521 3655 3254 2401
"gene_5669" 566 831 303 491 773 1026 786 700
"gene_5670" 158 258 503 767 570 510 311 310
"gene_5671" 2976 2610 3211 2496 4499 4329 2691 2691
"gene_5672" 7237 9216 8184 5771 4882 8333 5991 8633
"gene_5673" 8 10 11 20 0 0 7 0
"gene_5674" 4575 4739 2172 2041 1814 1887 1555 1872
"gene_5675" 61 88 14 82 180 129 103 164
"gene_5676" 2524 2820 3082 2621 2386 3372 2836 2122
"gene_5677" 509 694 708 688 943 1215 460 564
"gene_5678" 56 35 57 39 1 2 92 59
"gene_5679" 81 142 17 11 14 20 49 79
"gene_5680" 1900 1710 3886 2676 2138 1889 2119 2496
"gene_5681" 68 156 267 174 64 60 310 147
"gene_5682" 791 814 1505 1069 662 471 673 1115
"gene_5683" 345 345 260 370 316 329 392 395
"gene_5684" 835 681 1191 900 986 897 1343 1221
"gene_5685" 3865 1879 3424 3098 4767 5046 3243 3554
"gene_5686" 282 236 70 43 132 121 110 39
"gene_5687" 431 803 720 266 767 538 552 535
"gene_5688" 51 95 64 59 199 115 67 132
"gene_5689" 159 212 131 95 229 276 169 108
"gene_5690" 4 20 24 35 2 21 11 8
"gene_5691" 1374 1554 1007 869 1610 1698 1083 996
"gene_5692" 1251 1814 1382 1482 1682 2021 2522 2463
"gene_5693" 205 196 253 254 115 262 317 289
"gene_5694" 841 756 1152 830 882 1086 1260 1134
"gene_5695" 336 273 930 421 398 293 771 555
"gene_5696" 3253 3473 3508 2991 3345 3329 2445 2305
"gene_5697" 3451 2315 2058 1959 4835 4355 4080 4019
"gene_5698" 2620 2012 1954 1874 1521 1259 2902 2148
"gene_5699" 8221 8357 7993 7444 10029 8611 8620 9064
"gene_5700" 220 123 65 118 118 114 269 237
"gene_5701" 570 479 931 1204 1303 1044 453 650
"gene_5702" 1254 1598 1106 1377 1321 1227 2461 1635
"gene_5703" 130 123 259 353 197 343 358 262
"gene_5704" 1114 1033 2246 1930 1792 1660 1931 1495
"gene_5705" 796 680 1053 905 857 877 592 771
"gene_5706" 2012 3362 3886 2371 2041 3192 2481 2498
"gene_5707" 57 67 24 54 20 24 122 63
"gene_5708" 2927 3314 6096 6283 2410 2324 2112 2426
"gene_5709" 5660 6219 5070 3938 2993 3447 3203 3605
"gene_5710" 1006 1051 971 954 640 713 582 662
"gene_5711" 655 950 1643 1451 1584 1501 1505 1881
"gene_5712" 1471 1576 1627 1633 1161 1821 1181 1711
"gene_5713" 351 491 345 343 954 1049 748 766
"gene_5714" 44 98 7 11 3 14 58 71
"gene_5715" 1771 1774 2167 2084 1875 2176 2304 2348
"gene_5716" 2582 2683 1516 2361 2473 2689 2431 2696
"gene_5717" 356 263 308 309 150 193 171 309
"gene_5718" 5393 6174 5872 5913 5231 5539 5206 7674
"gene_5719" 974 1344 1166 636 930 494 1772 1283
"gene_5720" 4081 3895 5479 5093 3896 4123 3723 4023
"gene_5721" 6903 6977 7544 7787 6379 7197 8324 10840
"gene_5722" 856 570 833 581 265 444 442 415
"gene_5723" 1196 979 1376 1305 788 831 1018 945
"gene_5724" 1467 1887 1277 1367 1539 1889 1916 1772
"gene_5725" 3434 3800 3815 4580 2710 4334 3303 3430
"gene_5726" 85 97 58 71 20 24 48 87
"gene_5727" 209 278 366 318 316 161 62 82
"gene_5728" 154 166 167 163 77 62 162 230
"gene_5729" 1134 1030 1692 1990 559 1137 1461 1544
"gene_5730" 20 23 36 31 16 34 50 23
"gene_5731" 20 58 16 41 0 0 20 24
"gene_5732" 266 369 328 377 456 696 730 532
"gene_5733" 4951 4757 3153 2942 3288 3486 4171 3259
"gene_5734" 90 45 165 236 196 241 468 237
"gene_5735" 6116 5832 3685 4184 7582 7458 6577 7914
"gene_5736" 2079 1731 2315 1633 2158 2919 2312 2542
"gene_5737" 170 135 265 395 217 210 306 204
"gene_5738" 2938 3142 2631 3420 4958 4743 2846 2537
"gene_5739" 806 846 884 826 1168 1149 880 497
"gene_5740" 440 520 136 328 375 178 92 75
"gene_5741" 1856 1291 3277 2695 2145 1686 2446 2592
"gene_5742" 905 657 457 604 635 539 299 201
"gene_5743" 6939 7792 5514 4961 4089 4199 4738 6153
"gene_5744" 520 400 201 277 224 220 336 221
"gene_5745" 0 0 3 13 0 0 7 12
"gene_5746" 282 230 167 384 586 357 372 253
"gene_5747" 495 591 344 517 293 378 461 552
"gene_5748" 9601 17572 15654 13448 14293 13774 10135 12219
"gene_5749" 1968 1597 1145 1014 2552 2039 2016 1360
"gene_5750" 650 771 1281 1484 484 346 1189 1207
"gene_5751" 4 22 10 12 22 14 0 0
"gene_5752" 49 39 16 24 6 4 4 7
"gene_5753" 6601 6225 4814 4397 4204 3897 5827 6462
"gene_5754" 1085 1285 1151 1375 883 863 1350 1247
"gene_5755" 225 452 169 222 403 261 204 140
"gene_5756" 1741 1917 2053 1839 1971 1704 1735 1509
"gene_5757" 184 101 191 213 297 250 219 156
"gene_5758" 10922 10537 10150 12913 13423 10996 10015 11257
"gene_5759" 134 139 180 267 106 83 264 132
"gene_5760" 1559 1409 940 1332 1402 1851 1397 1311
"gene_5761" 1653 3320 1852 1626 3066 2699 2451 4013
"gene_5762" 76 118 143 180 193 241 267 252
"gene_5763" 1306 1784 1897 1651 1385 1555 1183 1232
"gene_5764" 47 26 38 21 65 94 43 47
"gene_5765" 0 0 0 0 4 12 9 5
"gene_5766" 75 44 83 82 60 23 96 87
"gene_5767" 277 192 229 229 348 300 335 285
"gene_5768" 9205 9001 6197 8572 7200 8068 9275 9712
"gene_5769" 21 22 159 138 76 148 96 76
"gene_5770" 129 169 40 24 283 337 319 538
"gene_5771" 4400 4443 3762 4130 4567 4834 4194 3694
"gene_5772" 244 137 48 53 297 165 370 291
"gene_5773" 1802 2149 1903 1525 2128 2155 1653 1969
"gene_5774" 387 253 422 181 444 548 111 176
"gene_5775" 733 640 844 904 439 431 1123 1107
"gene_5776" 776 759 226 298 461 398 905 694
"gene_5777" 1007 1026 1124 1352 1038 1383 1042 1115
"gene_5778" 1614 1673 2363 2003 1437 1641 1784 1542
"gene_5779" 1981 1060 1693 1337 2031 2046 2138 2166
"gene_5780" 2632 2976 2072 2595 3612 3331 2615 2574
"gene_5781" 561 320 248 347 266 205 268 189
"gene_5782" 694 728 566 381 627 549 376 571
"gene_5783" 6709 7035 6689 7207 4801 6669 8432 6466
"gene_5784" 1262 1598 1590 1707 2001 1402 1729 2093
"gene_5785" 5477 8388 5533 8731 6215 4694 6283 4879
"gene_5786" 5155 4626 4912 4176 5350 4773 4845 3969
"gene_5787" 2806 2522 2675 3506 2582 3580 3242 3230
"gene_5788" 4942 5314 4555 5906 2977 4139 6125 4440
"gene_5789" 230 268 478 504 519 460 223 203
"gene_5790" 2 0 6 7 58 48 37 23
"gene_5791" 7 18 24 33 8 2 66 53
"gene_5792" 384 250 692 624 539 499 1006 671
"gene_5793" 6 16 41 48 6 6 15 5
"gene_5794" 10725 11299 9111 8796 5846 6274 9845 7447
"gene_5795" 57 63 42 27 4 6 52 69
"gene_5796" 78 108 43 172 89 65 181 192
"gene_5797" 5877 6007 5925 5531 4531 4805 4666 5776
"gene_5798" 5258 5818 6280 4871 4126 4546 7671 6252
"gene_5799" 1383 952 894 655 700 837 640 622
"gene_5800" 118 98 12 10 60 58 52 48
"gene_5801" 137 160 112 150 126 52 245 214
"gene_5802" 18 25 20 8 42 18 1 4
"gene_5803" 1388 675 1157 1538 793 939 1064 881
"gene_5804" 1259 1218 880 993 1049 786 906 1270
"gene_5805" 37 9 94 69 90 63 82 76
"gene_5806" 976 1332 1199 1102 1622 1610 2044 1797
"gene_5807" 617 534 924 878 1211 1106 713 548
"gene_5808" 38 52 79 110 183 192 142 239
"gene_5809" 124 105 163 184 118 87 76 80
"gene_5810" 3180 3034 2674 3378 2732 3722 3420 2869
"gene_5811" 54 82 67 111 211 210 34 15
"gene_5812" 3300 2819 4232 3613 4237 4276 3330 2018
"gene_5813" 469 369 378 470 210 281 650 442
"gene_5814" 97 63 110 38 110 167 181 135
"gene_5815" 303 345 475 343 333 254 405 236
"gene_5816" 19 2 49 42 115 140 6 20
"gene_5817" 2570 2503 2487 2276 3066 3103 2421 2082
"gene_5818" 47 52 66 107 254 148 87 78
"gene_5819" 4037 4877 5734 5469 4807 4976 7475 7201
"gene_5820" 2534 1986 2482 1955 2011 2032 2637 4074
"gene_5821" 705 444 402 340 424 385 214 225
"gene_5822" 1250 996 845 1394 1272 1225 1496 1252
"gene_5823" 589 650 247 195 737 463 1047 559
"gene_5824" 76 133 160 330 209 137 326 266
"gene_5825" 1383 1381 1904 1945 1288 1413 1309 1130
"gene_5826" 2205 2426 2441 2675 2625 2813 2711 3018
"gene_5827" 316 219 229 236 89 216 317 326
"gene_5828" 298 393 343 260 317 248 227 182
"gene_5829" 458 447 332 455 949 663 634 698
"gene_5830" 500 302 385 494 666 670 461 522
"gene_5831" 30 41 44 38 31 12 34 13
"gene_5832" 142 134 111 145 107 99 54 28
"gene_5833" 9 17 50 26 44 34 21 9
"gene_5834" 2340 3795 2975 2500 2264 2685 2352 2860
"gene_5835" 273 298 163 73 327 199 433 406
"gene_5836" 734 690 1131 834 1004 1209 1305 1177
"gene_5837" 1028 1037 906 858 1225 725 895 759
"gene_5838" 857 887 434 763 505 728 894 912
"gene_5839" 96 217 119 172 174 135 165 201
"gene_5840" 608 953 214 746 354 388 553 595
"gene_5841" 1499 2000 1615 2211 2607 3224 1554 1323
"gene_5842" 933 639 1101 1142 897 918 518 744
"gene_5843" 1335 1431 1695 1687 1625 1577 1083 1120
